"sample_id","habitat","insertsHQ"
"SRS015590","human oral",21367705
"SRS015592","human oral",3338687
"SRS015596","human oral",13878439
"SRS015640","human nose",154192
"SRS015644","human oral",37998175
"SRS015646","human oral",8180857
"SRS015650","human oral",12453406
"SRS015663","human gut",52588155
"SRS015686","human oral",16800795
"SRS015688","human oral",2314899
"SRS015692","human oral",13435138
"SRS015694","human gut",21517501
"SRS015702","human vagina",802380
"SRS015745","human oral",4813786
"SRS015752","human nose",487050
"SRS015755","human oral",9058612
"SRS015762","human oral",50071008
"SRS015782","human gut",51398362
"SRS015793","human nose",418609
"SRS015794","human gut",55695963
"SRS015797","human oral",48567694
"SRS015799","human oral",6626716
"SRS015803","human oral",28689788
"SRS015816","human gut",30437166
"SRS015854","human gut",45553575
"SRS015890","human gut",117682286
"SRS015893","human oral",37877899
"SRS015895","human oral",3656599
"SRS015899","human oral",31816434
"SRS015912","human gut",13862708
"SRS015921","human oral",3600220
"SRS015937","human nose",1448591
"SRS015941","human oral",43929549
"SRS015947","human oral",22597958
"SRS015960","human gut",45862065
"SRS015985","human oral",17846113
"SRS015989","human oral",30501195
"SRS015996","human nose",1996576
"SRS016002","human oral",47822404
"SRS016018","human gut",41447704
"SRS016033","human nose",212690
"SRS016037","human oral",48861700
"SRS016039","human oral",4821576
"SRS016043","human oral",16458678
"SRS016053","human nose",97200
"SRS016056","human gut",44824321
"SRS016059","human oral",30892654
"SRS016063","human oral",3652104
"SRS016071","human oral",16871499
"SRS016086","human oral",35809809
"SRS016088","human oral",636309
"SRS016092","human oral",23742953
"SRS016095","human gut",51369982
"SRS016105","human nose",432959
"SRS016111","human vagina",260545
"SRS016132","human gut",22348652
"SRS016133","human oral",21600195
"SRS016139","human oral",11994447
"SRS016147","human nose",7632771
"SRS016188","human nose",168186
"SRS016191","human vagina",3568230
"SRS016196","human oral",3024105
"SRS016200","human oral",24209548
"SRS016203","human gut",14326313
"SRS016225","human oral",45450361
"SRS016267","human gut",46754255
"SRS016292","human nose",590984
"SRS016297","human oral",1373121
"SRS016312","human nose",132711
"SRS016319","human oral",42961396
"SRS016322","human oral",730319
"SRS016331","human oral",22846097
"SRS016335","human gut",57828601
"SRS016342","human oral",32018323
"SRS016349","human oral",2312106
"SRS016360","human oral",33543169
"SRS016381","human gut",5602900
"SRS016393","human oral",13035666
"SRS016434","human nose",185200
"SRS016437","human gut",40321682
"SRS016456","human oral",17948781
"SRS016474","human oral",15294527
"SRS016492","human nose",30482
"SRS016495","human gut",39837749
"SRS016501","human oral",30884866
"SRS016503","human oral",1711054
"SRS016513","human nose",120473
"SRS016516","human vagina",541096
"SRS016517","human gut",52951368
"SRS016529","human oral",36797446
"SRS016533","human oral",2427128
"SRS016541","human oral",18953882
"SRS016553","human nose",276892
"SRS016559","human vagina",650153
"SRS016569","human oral",44831625
"SRS016575","human oral",28975980
"SRS016581","human nose",180510
"SRS016584","human vagina",912214
"SRS016585","human gut",44928266
"SRS016600","human oral",5673518
"SRS016629","human gut",4587521
"SRS016647","human oral",14211560
"SRS016653","human oral",5291080
"SRS016665","human oral",14520693
"SRS016683","human nose",2063041
"SRS016692","human vagina",1500422
"SRS016740","human oral",23033119
"SRS016746","human oral",29812324
"SRS016752","human nose",527058
"SRS016753","human gut",46153654
"SRS016840","human gut",5807734
"SRS016858","human oral",13792541
"SRS016876","human oral",12974923
"SRS016897","human gut",4509116
"SRS016944","human skin",1521888
"SRS016954","human gut",53549961
"SRS016989","human gut",58881136
"SRS017013","human oral",11281330
"SRS017025","human oral",14026980
"SRS017044","human nose",573437
"SRS017076","human oral",26190404
"SRS017080","human oral",4580027
"SRS017088","human oral",7325749
"SRS017103","human gut",54771315
"SRS017120","human oral",41558054
"SRS017127","human oral",14487087
"SRS017139","human oral",43113986
"SRS017156","human nose",218065
"SRS017191","human gut",50073713
"SRS017209","human oral",39665058
"SRS017215","human oral",20694112
"SRS017227","human oral",40310875
"SRS017244","human nose",254178
"SRS017247","human gut",39199514
"SRS017248","human gut",5437008
"SRS017279","human oral",17233272
"SRS017303","human nose",5879088
"SRS017304","human oral",21693031
"SRS017307","human gut",58800876
"SRS017324","human oral",17902679
"SRS017326","human oral",3220121
"SRS017330","human oral",13076087
"SRS017336","human nose",309596
"SRS017375","human gut",4484130
"SRS017381","human oral",17447632
"SRS017383","human oral",3813391
"SRS017433","human gut",50569797
"SRS017439","human oral",38714957
"SRS017441","human oral",4496356
"SRS017445","human oral",45177151
"SRS017451","human nose",439493
"SRS017497","human vagina",3638599
"SRS017511","human oral",24682976
"SRS017520","human vagina",611144
"SRS017521","human gut",50672356
"SRS017533","human oral",33978856
"SRS017537","human oral",2686790
"SRS017622","human gut",5015691
"SRS017630","human oral",6571358
"SRS017634","human oral",9101273
"SRS017640","human nose",300510
"SRS017687","human oral",3868710
"SRS017691","human oral",32412651
"SRS017697","human nose",268400
"SRS017700","human vagina",6902223
"SRS017701","human gut",40570782
"SRS017713","human oral",27467697
"SRS017745","human gut",5201249
"SRS017751","human oral",16277942
"SRS017753","human oral",4793724
"SRS017763","human nose",483870
"SRS017808","human oral",39661454
"SRS017810","human oral",4496733
"SRS017814","human oral",23042043
"SRS017820","human nose",591942
"SRS017821","human gut",39738042
"SRS017849","human skin",34026173
"SRS017851","human skin",25718736
"SRS017859","human gut",18628184
"SRS018049","human gut",17143771
"SRS018055","human oral",18616819
"SRS018061","human oral",13342068
"SRS018133","human gut",51697530
"SRS018145","human oral",51150762
"SRS018149","human oral",37758025
"SRS018157","human oral",39814802
"SRS018300","human oral",46721169
"SRS018312","human nose",122442
"SRS018313","human gut",57332779
"SRS018329","human oral",10890050
"SRS018337","human oral",17577087
"SRS018351","human gut",45219448
"SRS018357","human oral",35349627
"SRS018359","human oral",6433215
"SRS018369","human nose",136472
"SRS018394","human oral",36195134
"SRS018427","human gut",47352941
"SRS018439","human oral",46892254
"SRS018443","human oral",34846682
"SRS018463","human nose",179263
"SRS018488","human vagina",274488
"SRS018535","human vagina",165379
"SRS018536","human nose",62398
"SRS018541","human gut",16677901
"SRS018569","human oral",1022406
"SRS018573","human oral",25779466
"SRS018575","human gut",45366091
"SRS018585","human nose",129323
"SRS018591","human oral",37426217
"SRS018594","human oral",429121
"SRS018602","human oral",14094159
"SRS018606","human gut",40351474
"SRS018610","human oral",15840939
"SRS018612","human oral",3627294
"SRS018616","human oral",18307253
"SRS018623","human gut",28404391
"SRS018656","human gut",24521279
"SRS018661","human oral",2459957
"SRS018665","human oral",33729296
"SRS018671","human nose",157358
"SRS018679","human oral",28877953
"SRS018683","human oral",809685
"SRS018691","human oral",12017042
"SRS018732","human gut",19709633
"SRS018739","human oral",33469264
"SRS018742","human oral",3076604
"SRS018750","human oral",22586318
"SRS018762","human nose",173350
"SRS018769","human vagina",401793
"SRS018774","human oral",3711512
"SRS018778","human oral",10731730
"SRS018784","human nose",245816
"SRS018791","human oral",53235648
"SRS018794","human oral",3349643
"SRS018802","human oral",12044943
"SRS018814","human nose",137263
"SRS018817","human gut",51315187
"SRS018820","human oral",26439625
"SRS018822","human oral",5313188
"SRS018826","human oral",28716571
"SRS018836","human gut",23670114
"SRS018875","human oral",22498577
"SRS018888","human gut",21414728
"SRS018923","human oral",36144765
"SRS018925","human oral",3308530
"SRS018929","human oral",12046387
"SRS018936","human gut",18537685
"SRS018969","human oral",18906034
"SRS018971","human oral",5238374
"SRS018975","human oral",23875391
"SRS018978","human skin",3404236
"SRS018981","human nose",463866
"SRS018984","human gut",120859191
"SRS019014","human gut",18255306
"SRS019015","human skin",2729544
"SRS019016","human skin",5116460
"SRS019019","human nose",866025
"SRS019022","human oral",44175398
"SRS019024","human oral",1492666
"SRS019025","human oral",3887959
"SRS019026","human oral",13321173
"SRS019027","human oral",13327914
"SRS019028","human oral",32676073
"SRS019029","human oral",13425759
"SRS019030","human gut",42385846
"SRS019033","human skin",1427444
"SRS019039","human nose",783346
"SRS019045","human oral",30955349
"SRS019062","human gut",19748009
"SRS019063","human skin",3195394
"SRS019064","human skin",8390879
"SRS019067","human nose",257075
"SRS019068","human gut",118253688
"SRS019071","human oral",49968139
"SRS019073","human oral",16991049
"SRS019077","human oral",23657255
"SRS019081","human skin",4243011
"SRS019087","human nose",376988
"SRS019090","human gut",20386822
"SRS019116","human skin",2832389
"SRS019119","human nose",351516
"SRS019120","human oral",3698849
"SRS019122","human oral",46443363
"SRS019124","human oral",11332708
"SRS019125","human oral",32935523
"SRS019126","human oral",30260666
"SRS019127","human oral",20314233
"SRS019128","human oral",27503124
"SRS019129","human oral",7160069
"SRS019161","human gut",43217387
"SRS019170","human oral",7234999
"SRS019172","human oral",553190
"SRS019176","human oral",11111982
"SRS019178","human gut",20557761
"SRS019215","human nose",73295
"SRS019219","human oral",34753731
"SRS019221","human oral",1512826
"SRS019225","human oral",13046508
"SRS019245","human vagina",408499
"SRS019267","human gut",54184204
"SRS019270","human oral",11953414
"SRS019272","human oral",3169093
"SRS019276","human oral",12224630
"SRS019285","human vagina",1989595
"SRS019286","human gut",10686659
"SRS019327","human oral",39306319
"SRS019329","human oral",3918025
"SRS019333","human oral",10601731
"SRS019339","human nose",176793
"SRS019348","human oral",16108008
"SRS019352","human oral",1455730
"SRS019360","human oral",3812983
"SRS019372","human nose",131807
"SRS019379","human vagina",348352
"SRS019381","human gut",43750310
"SRS019386","human nose",287165
"SRS019387","human oral",14382161
"SRS019389","human oral",18772352
"SRS019391","human oral",1933053
"SRS019397","human gut",52018208
"SRS019428","human gut",24505448
"SRS019437","human oral",19201415
"SRS019439","human oral",1719091
"SRS019443","human oral",1389778
"SRS019445","human gut",26994896
"SRS019485","human vagina",327230
"SRS019488","human oral",21789132
"SRS019490","human oral",1687402
"SRS019494","human oral",15396823
"SRS019496","human gut",20930941
"SRS019582","human gut",41715624
"SRS019587","human oral",11611709
"SRS019591","human oral",28311236
"SRS019597","human nose",378876
"SRS019600","human vagina",558320
"SRS019601","human gut",53261106
"SRS019607","human oral",47526974
"SRS019638","human gut",20150540
"SRS019685","human gut",50403446
"SRS019693","human gut",19905919
"SRS019696","human oral",17432185
"SRS019698","human oral",306536
"SRS019787","human gut",52371054
"SRS019792","human oral",20608893
"SRS019794","human oral",1721131
"SRS019798","human oral",10025638
"SRS019807","human vagina",442350
"SRS019808","human gut",12227959
"SRS019867","human nose",419351
"SRS019872","human oral",1554970
"SRS019894","human oral",40898963
"SRS019906","human oral",16240698
"SRS019910","human gut",28455442
"SRS019968","human gut",49788757
"SRS019974","human oral",41912792
"SRS019976","human oral",3521723
"SRS019980","human oral",31438264
"SRS019986","human nose",1371927
"SRS019989","human vagina",1815605
"SRS020220","human oral",39063030
"SRS020222","human oral",2850774
"SRS020226","human oral",37173381
"SRS020232","human nose",685640
"SRS020233","human gut",47760127
"SRS020261","human skin",17069014
"SRS020263","human skin",29775339
"SRS020271","human gut",5088010
"SRS020277","human oral",7209870
"SRS020283","human oral",4082315
"SRS020328","human gut",46880087
"SRS020334","human oral",26562311
"SRS020336","human oral",1243155
"SRS020340","human oral",42109553
"SRS020349","human vagina",1200889
"SRS020386","human nose",1565507
"SRS020394","human gut",18559607
"SRS020400","human oral",14302797
"SRS020402","human oral",1701279
"SRS020406","human oral",12486866
"SRS020412","human nose",7893500
"SRS020508","human gut",4475918
"SRS020540","human oral",16701192
"SRS020856","human oral",39212479
"SRS020858","human oral",4951182
"SRS020862","human oral",10934999
"SRS020868","human nose",294947
"SRS020869","human gut",40226038
"SRS020905","human nose",107616
"SRS021473","human oral",4607111
"SRS021477","human oral",27895512
"SRS021483","human nose",184651
"SRS021484","human gut",57007050
"SRS021496","human oral",46884019
"SRS021948","human gut",48513789
"SRS021954","human oral",43932601
"SRS021960","human oral",12335633
"SRS021969","human vagina",358958
"SRS021986","human oral",6114983
"SRS022006","human nose",1577028
"SRS022071","human gut",47193667
"SRS022077","human oral",41594025
"SRS022079","human oral",1824254
"SRS022083","human oral",14936686
"SRS022092","human vagina",370241
"SRS022129","human nose",408059
"SRS022137","human gut",41067283
"SRS022143","human oral",48627676
"SRS022145","human oral",6140901
"SRS022149","human oral",10557000
"SRS022158","human vagina",420493
"SRS022524","human gut",9618494
"SRS022530","human oral",23535467
"SRS022532","human oral",3221991
"SRS022536","human oral",33472864
"SRS022545","human vagina",64089
"SRS022602","human oral",28711657
"SRS022609","human gut",54236540
"SRS022621","human oral",51834567
"SRS022625","human oral",9991959
"SRS022645","human nose",138415
"SRS022713","human gut",26518524
"SRS022719","human oral",34542061
"SRS022721","human oral",1555847
"SRS022725","human oral",37964033
"SRS022734","human vagina",264189
"SRS023212","human nose",663367
"SRS023346","human gut",38978613
"SRS023352","human oral",42211730
"SRS023354","human oral",1608815
"SRS023358","human oral",10301873
"SRS023468","human vagina",39882452
"SRS023526","human gut",53021998
"SRS023534","human oral",366515
"SRS023538","human oral",17832634
"SRS023557","human oral",21578181
"SRS023583","human gut",47522810
"SRS023591","human oral",1270718
"SRS023595","human oral",45651910
"SRS023604","human vagina",35275194
"SRS023617","human oral",47329850
"SRS023715","human gut",20601213
"SRS023829","human gut",52932231
"SRS023835","human oral",36758008
"SRS023837","human oral",1839998
"SRS023841","human oral",13504410
"SRS023847","human nose",2698795
"SRS023850","human vagina",330534
"SRS023914","human gut",57614843
"SRS023926","human oral",44139633
"SRS023930","human oral",32960726
"SRS023938","human oral",46310780
"SRS023958","human oral",41542663
"SRS023964","human oral",16766054
"SRS023970","human nose",217402
"SRS023971","human gut",56473946
"SRS023987","human oral",7934773
"SRS024009","human gut",50157722
"SRS024015","human oral",43354648
"SRS024017","human oral",5250413
"SRS024021","human oral",38180098
"SRS024064","human nose",343585
"SRS024068","human vagina",773911
"SRS024075","human gut",59554337
"SRS024076","human gut",4603756
"SRS024081","human oral",47624564
"SRS024087","human oral",30692572
"SRS024107","human oral",18781565
"SRS024119","human oral",13652112
"SRS024132","human gut",51070834
"SRS024138","human oral",43298244
"SRS024140","human oral",4830995
"SRS024144","human oral",11944559
"SRS024265","human gut",44659636
"SRS024277","human oral",45860210
"SRS024281","human oral",16654147
"SRS024289","human oral",16520053
"SRS024301","human nose",245180
"SRS024310","human vagina",6510916
"SRS024318","human oral",31596524
"SRS024331","human gut",52652421
"SRS024347","human oral",4670551
"SRS024355","human oral",48462398
"SRS024375","human oral",40522948
"SRS024377","human oral",4611141
"SRS024381","human oral",19571126
"SRS024388","human gut",48716190
"SRS024424","human nose",1982305
"SRS024428","human vagina",798877
"SRS024435","human gut",52203551
"SRS024441","human oral",46115034
"SRS024447","human oral",33559440
"SRS024470","human oral",3827014
"SRS024482","human skin",6330205
"SRS024492","human gut",17429544
"SRS024498","human oral",17794138
"SRS024500","human oral",8775502
"SRS024504","human oral",10757354
"SRS024549","human gut",43464168
"SRS024557","human oral",1736575
"SRS024561","human oral",20322943
"SRS024567","human nose",158672
"SRS024580","human oral",35808359
"SRS024596","human skin",18194035
"SRS024598","human skin",20923928
"SRS024620","human skin",1420321
"SRS024625","human gut",46822963
"SRS024637","human oral",18788259
"SRS024641","human oral",211997
"SRS024649","human oral",24719813
"SRS024655","human skin",4667979
"SRS042131","human oral",41229733
"SRS042231","human gut",17586718
"SRS042284","human gut",30490783
"SRS042307","human oral",4792980
"SRS042428","human vagina",862610
"SRS042457","human oral",2126025
"SRS042589","human oral",27634490
"SRS042600","human gut",4530011
"SRS042625","human vagina",70886
"SRS042628","human gut",45837188
"SRS042643","human oral",45699778
"SRS042690","human gut",17081798
"SRS042691","human oral",9177735
"SRS042858","human vagina",1690787
"SRS042893","human gut",18949546
"SRS042910","human oral",49322412
"SRS042966","human gut",16586029
"SRS042967","human gut",23756639
"SRS042984","human oral",47837580
"SRS043001","human gut",53852839
"SRS043018","human oral",24302049
"SRS043083","human oral",8565524
"SRS043239","human oral",5804547
"SRS043275","human oral",20392291
"SRS043363","human nose",103655
"SRS043411","human gut",34168122
"SRS043454","human oral",18072989
"SRS043461","human oral",15527092
"SRS043494","human oral",23020102
"SRS043646","human oral",1723532
"SRS043663","human oral",53968841
"SRS043676","human oral",12596095
"SRS043701","human gut",53388314
"SRS043729","human oral",12728530
"SRS043755","human oral",15622782
"SRS043768","human gut",29432015
"SRS043772","human oral",13929481
"SRS043803","human oral",1565680
"SRS043807","human oral",12725465
"SRS043841","human gut",15727938
"SRS043867","human oral",4368258
"SRS043942","human oral",11003702
"SRS044001","human oral",818418
"SRS044082","human oral",19838761
"SRS044365","human gut",20200720
"SRS044366","human oral",4597152
"SRS044373","human oral",44874809
"SRS044474","human nose",1497428
"SRS044486","human oral",33923128
"SRS044535","human gut",34073218
"SRS044626","human nose",187917
"SRS044662","human oral",20992418
"SRS044742","human vagina",171526
"SRS044973","human gut",4672066
"SRS045000","human gut",1
"SRS045004","human gut",52705206
"SRS045049","human oral",7321534
"SRS045127","human oral",14954624
"SRS045195","human gut",26734486
"SRS045197","human oral",32268569
"SRS045244","human gut",26224625
"SRS045254","human oral",2737254
"SRS045262","human oral",9080169
"SRS045313","human oral",5695241
"SRS045324","human gut",8427428
"SRS045588","human oral",5456641
"SRS045602","human oral",27930346
"SRS045606","human skin",10804436
"SRS045645","human gut",45799494
"SRS045713","human gut",52848660
"SRS045715","human oral",35246405
"SRS045763","human oral",7138156
"SRS045826","human gut",23848424
"SRS045936","human gut",18280511
"SRS045938","human gut",4859201
"SRS045978","human oral",4082033
"SRS046049","human nose",89572
"SRS046068","human gut",21908840
"SRS046344","human nose",1406124
"SRS046369","human gut",16517546
"SRS046496","human oral",11367259
"SRS046502","human gut",16276828
"SRS046595","human oral",20646787
"SRS046623","human oral",2495510
"SRS046686","human oral",18615262
"SRS046688","human skin",6860629
"SRS046712","human gut",26644829
"SRS046717","human gut",19296171
"SRS046810","human gut",2812540
"SRS046973","human nose",303628
"SRS047014","human gut",45245868
"SRS047044","human gut",43921649
"SRS047069","human gut",11192748
"SRS047100","human oral",21672085
"SRS047113","human oral",34744800
"SRS047126","human oral",13516438
"SRS047140","human vagina",876964
"SRS047210","human oral",41768984
"SRS047219","human oral",43228707
"SRS047225","human nose",1385033
"SRS047254","human nose",786518
"SRS047265","human oral",5868229
"SRS047290","human oral",12534277
"SRS047335","human vagina",3576306
"SRS047433","human gut",16409754
"SRS047634","human oral",29793794
"SRS047708","human nose",9413
"SRS047741","human gut",35329907
"SRS047824","human oral",44708980
"SRS047844","human nose",758813
"SRS048060","human gut",24812809
"SRS048164","human gut",43974789
"SRS048262","human gut",23231297
"SRS048307","human gut",20423271
"SRS048317","human oral",24186557
"SRS048411","human oral",44420799
"SRS048536","human vagina",1486559
"SRS048620","human oral",2980535
"SRS048654","human gut",18443597
"SRS048702","human nose",273232
"SRS048719","human oral",3578070
"SRS048744","human oral",19739555
"SRS048791","human oral",31430117
"SRS048855","human nose",77215
"SRS048870","human gut",45187807
"SRS048981","human gut",20490568
"SRS049099","human nose",470481
"SRS049147","human oral",40654830
"SRS049164","human gut",30985165
"SRS049211","human oral",9797880
"SRS049237","human vagina",536571
"SRS049268","human oral",24402544
"SRS049283","human oral",727485
"SRS049289","human oral",1251655
"SRS049318","human oral",33483589
"SRS049389","human oral",48296939
"SRS049390","human vagina",170439
"SRS049392","human oral",11520461
"SRS049446","human gut",26242916
"SRS049448","human oral",15584126
"SRS049541","human vagina",112160
"SRS049712","human gut",56167913
"SRS049744","human nose",194514
"SRS049773","human gut",33115773
"SRS049900","human gut",50485268
"SRS049959","human gut",50627624
"SRS049995","human gut",52577647
"SRS050007","human oral",783144
"SRS050025","human nose",620566
"SRS050029","human oral",11383132
"SRS050071","human oral",1071773
"SRS050184","human vagina",609339
"SRS050244","human oral",51596886
"SRS050299","human gut",33895910
"SRS050422","human gut",40637283
"SRS050484","human nose",4429887
"SRS050520","human gut",4209967
"SRS050628","human oral",10367471
"SRS050669","human oral",51125804
"SRS050709","human oral",683605
"SRS050752","human gut",46596506
"SRS050783","human oral",11277743
"SRS050801","human gut",4151884
"SRS050925","human gut",46107730
"SRS050941","human gut",22262264
"SRS050974","human gut",3364817
"SRS050998","human gut",11466068
"SRS051031","human gut",53308547
"SRS051060","human oral",22074068
"SRS051116","human oral",2445281
"SRS051228","human oral",9800316
"SRS051244","human oral",18111555
"SRS051378","human oral",9264406
"SRS051505","human vagina",557629
"SRS051548","human vagina",2163992
"SRS051600","human nose",179229
"SRS051610","human gut",17398896
"SRS051613","human nose",350854
"SRS051791","human oral",43146988
"SRS051882","human gut",44224252
"SRS051930","human oral",27367354
"SRS051941","human oral",31245146
"SRS052027","human gut",53755636
"SRS052078","human gut",19699781
"SRS052095","human oral",7373277
"SRS052227","human oral",18530293
"SRS052330","human vagina",372217
"SRS052570","human oral",12787250
"SRS052576","human gut",4589374
"SRS052590","human nose",954862
"SRS052604","human oral",9747204
"SRS052620","human vagina",347727
"SRS052668","human oral",5449188
"SRS052697","human gut",44114279
"SRS052756","human vagina",254429
"SRS052778","human nose",5554178
"SRS052874","human oral",8550330
"SRS052876","human oral",29673191
"SRS052988","human skin",7467334
"SRS053087","human gut",4087360
"SRS053214","human gut",44750767
"SRS053290","human gut",5022699
"SRS053335","human gut",53238026
"SRS053398","human gut",49492547
"SRS053437","human nose",320009
"SRS053583","human oral",24564178
"SRS053584","human oral",20169501
"SRS053587","human gut",23209793
"SRS053603","human oral",35923832
"SRS053630","human oral",20444808
"SRS053741","human vagina",389643
"SRS053854","human oral",43273171
"SRS053863","human nose",7666745
"SRS053895","human oral",14538726
"SRS053917","human oral",44018066
"SRS054059","human gut",4718882
"SRS054061","human nose",961146
"SRS054079","human oral",20142790
"SRS054196","human oral",15569135
"SRS054430","human oral",12310887
"SRS054569","human oral",10568541
"SRS054590","human gut",41095352
"SRS054653","human oral",15108708
"SRS054659","human gut",12393
"SRS054687","human oral",38126440
"SRS054753","human gut",4471021
"SRS054776","human oral",4942094
"SRS054869","human gut",18868102
"SRS054905","human gut",19690316
"SRS054956","human gut",45173146
"SRS054962","human vagina",1112519
"SRS054995","human oral",19571490
"SRS055017","human gut",27415671
"SRS055018","human vagina",9659853
"SRS055118","human oral",2027424
"SRS055288","human gut",27102056
"SRS055298","human vagina",1058607
"SRS055378","human oral",26521598
"SRS055401","human oral",14982863
"SRS055426","human oral",17964487
"SRS055450","human oral",11514247
"SRS055495","human oral",2780271
"SRS055966","human gut",27068615
"SRS055982","human gut",45874126
"SRS056042","human oral",877162
"SRS056090","human oral",11021165
"SRS056113","human oral",18748857
"SRS056156","human vagina",265451
"SRS056157","human oral",1987528
"SRS056210","human nose",159518
"SRS056259","human gut",50542779
"SRS056323","human oral",37373840
"SRS056327","human oral",18900099
"SRS056447","human oral",5351569
"SRS056481","human gut",22482449
"SRS056483","human vagina",632594
"SRS056519","human gut",54408817
"SRS056537","human oral",44957647
"SRS056622","human oral",39938023
"SRS056695","human vagina",1399076
"SRS056796","human vagina",18123498
"SRS056892","human oral",11446421
"SRS056896","human oral",16434925
"SRS056906","human nose",2099406
"SRS056951","human oral",6430132
"SRS057022","human oral",6257150
"SRS057049","human gut",20300
"SRS057083","human skin",3232197
"SRS057205","human oral",37976182
"SRS057244","human oral",18433701
"SRS057355","human oral",20848393
"SRS057389","human oral",1437291
"SRS057478","human gut",22494628
"SRS057480","human gut",4738838
"SRS057490","human oral",13319188
"SRS057539","human oral",41325824
"SRS057619","human oral",14714288
"SRS057692","human oral",45429106
"SRS057717","human gut",36000064
"SRS057791","human oral",41936551
"SRS057807","human vagina",2692952
"SRS057886","human oral",14803426
"SRS057894","human vagina",359748
"SRS057931","human oral",22270219
"SRS058053","human oral",23347246
"SRS058075","human oral",3562676
"SRS058094","human nose",45647
"SRS058105","human oral",14439689
"SRS058145","human gut",3919665
"SRS058182","human skin",25529526
"SRS058186","human oral",1383112
"SRS058213","human nose",1140617
"SRS058221","human skin",9522332
"SRS058268","human gut",4151050
"SRS058336","human oral",39115436
"SRS058723","human gut",52220051
"SRS058770","human gut",58562949
"SRS058808","human oral",23916111
"SRS062418","human oral",3752898
"SRS062427","human gut",43634756
"SRS062512","human vagina",384724
"SRS062520","human vagina",460156
"SRS062540","human oral",14606977
"SRS062544","human oral",47389254
"SRS062545","human vagina",216107
"SRS062632","human nose",92987
"SRS062640","human nose",37161
"SRS062654","human gut",27252191
"SRS062668","human oral",419406
"SRS062701","human gut",20411689
"SRS062713","human nose",689646
"SRS062714","human oral",17346853
"SRS062716","human gut",3394119
"SRS062752","human vagina",1952509
"SRS062761","human oral",44138748
"SRS062878","human oral",28746498
"SRS062906","human vagina",398963
"SRS062931","human oral",6825445
"SRS063005","human nose",56562
"SRS063035","human nose",436634
"SRS063040","human gut",32188212
"SRS063102","human nose",91919
"SRS063116","human nose",1352552
"SRS063127","human gut",15661273
"SRS063140","human oral",57119
"SRS063178","human nose",110876
"SRS063190","human gut",19638007
"SRS063193","human oral",30450959
"SRS063215","human oral",11877398
"SRS063246","human oral",7296293
"SRS063272","human oral",3590008
"SRS063287","human oral",10409626
"SRS063288","human oral",20727787
"SRS063351","human oral",2146686
"SRS063370","human gut",28964261
"SRS063373","human oral",19593107
"SRS063413","human oral",3846709
"SRS063417","human vagina",127583
"SRS063418","human nose",177371
"SRS063478","human oral",1241174
"SRS063486","human oral",6130566
"SRS063492","human oral",484920
"SRS063603","human oral",28008331
"SRS063621","human oral",5110485
"SRS063626","human nose",82424
"SRS063672","human oral",2488415
"SRS063678","human oral",4125618
"SRS063686","human nose",131003
"SRS063801","human oral",1432082
"SRS063803","human nose",260197
"SRS063804","human vagina",1393132
"SRS063813","human gut",4730630
"SRS063823","human oral",1218918
"SRS063858","human oral",862805
"SRS063871","human oral",15838313
"SRS063928","human gut",5038516
"SRS063929","human oral",74005
"SRS063932","human oral",38482800
"SRS063985","human gut",47301223
"SRS063999","human oral",32804750
"SRS064022","human oral",3953229
"SRS064158","human oral",9022876
"SRS064197","human oral",5388630
"SRS064219","human oral",1909702
"SRS064225","human vagina",220148
"SRS064232","human gut",18745265
"SRS064234","human oral",2016476
"SRS064260","human oral",16702306
"SRS064263","human vagina",88046
"SRS064276","human gut",43842325
"SRS064329","human oral",26778422
"SRS064376","human vagina",1747243
"SRS064382","human vagina",593736
"SRS064393","human oral",637426
"SRS064423","human oral",39906348
"SRS064449","human oral",36487735
"SRS064466","human oral",1875924
"SRS064482","human oral",1786348
"SRS064493","human oral",5333318
"SRS064557","human gut",50403542
"SRS064568","human vagina",337541
"SRS064572","human skin",2935360
"SRS064617","human oral",2647769
"SRS064645","human gut",10367176
"SRS064662","human gut",13152045
"SRS064704","human vagina",699868
"SRS064757","human gut",22220020
"SRS064774","human oral",39172165
"SRS064809","human oral",4570741
"SRS064831","human oral",1549285
"SRS064937","human oral",15302974
"SRS064996","human oral",2888988
"SRS065091","human oral",12187787
"SRS065099","human oral",17739692
"SRS065133","human oral",182865
"SRS065142","human nose",106671
"SRS065176","human gut",20738593
"SRS065179","human nose",97252
"SRS065187","human skin",655114
"SRS065278","human oral",33821060
"SRS065299","human oral",17329324
"SRS065306","human oral",5928049
"SRS065310","human oral",6138833
"SRS065335","human oral",3258389
"SRS065347","human vagina",1626761
"SRS065397","human gut",15334423
"SRS065431","human oral",206534
"SRS065504","human gut",55349404
"SRS065518","human oral",1223112
"SRS065542","human oral",7455194
"SRS065547","human vagina",339043
"SRS065720","human oral",133063
"SRS074586","human gut",3579664
"SRS074592","human oral",4852416
"SRS074598","human oral",14653409
"SRS074663","human vagina",22954
"SRS075021","human gut",21517353
"SRS075033","human oral",13477253
"SRS075398","human gut",49628251
"SRS075399","human gut",4288315
"SRS075404","human oral",63237497
"SRS075406","human oral",4336402
"SRS075410","human oral",47735381
"SRS075419","human vagina",315331
"SRS075433","human oral",18162868
"SRS075437","human oral",57915
"SRS075445","human oral",10048220
"SRS075463","human vagina",63279
