"sample_id","habitat","insertsHQ"
"SAMEA3387467","cat gut",16560399
"SAMEA3387468","cat gut",32189538
"SAMEA3387469","cat gut",17445151
"SAMEA3387470","cat gut",22976502
"SAMEA3387471","cat gut",17805901
"SAMEA3387472","cat gut",21558271
"SAMEA3387473","cat gut",17599786
"SAMEA3387474","cat gut",21373690
"SAMEA3387475","cat gut",23361103
"SAMEA3387476","cat gut",28133255
"SAMEA3387477","cat gut",22308515
"SAMEA3387478","cat gut",26868840
"SAMEA3387479","cat gut",23877935
"SAMEA3387480","cat gut",22737854
"SAMEA3387481","cat gut",21560369
"SAMEA3387482","cat gut",22686463
"SAMEA3387483","cat gut",28360694
"SAMEA3387484","cat gut",23296375
"SAMEA3387485","cat gut",21362133
"SAMEA3387486","cat gut",22676449
"SAMEA3387487","cat gut",26014551
"SAMEA3387488","cat gut",24136794
"SAMEA3387489","cat gut",34756513
"SAMEA3387490","cat gut",38902767
"SAMEA3387491","cat gut",17637208
"SAMEA3387492","cat gut",20280346
"SAMEA3387493","cat gut",21418303
"SAMEA3387494","cat gut",14068478
"SAMEA3387495","cat gut",17055679
"SAMEA3387496","cat gut",16571237
"SAMEA3387497","cat gut",28144889
"SAMEA3387498","cat gut",31977503
"SAMEA3387499","cat gut",28151631
"SAMEA3387500","cat gut",20048870
"SAMEA3387501","cat gut",33325786
"SAMEA3387502","cat gut",18887750
"SAMEA3387503","cat gut",24173178
"SAMEA3387504","cat gut",24560881
"SAMEA3387505","cat gut",23724491
"SAMEA3387506","cat gut",26476080
"SAMEA3387507","cat gut",23851232
"SAMEA3387508","cat gut",24660910
"SAMEA3387509","cat gut",24736113
"SAMEA3387510","cat gut",25912707
"SAMEA3387511","cat gut",19700271
"SAMEA3387512","cat gut",17474769
"SAMEA3387513","cat gut",25397718
"SAMEA3387514","cat gut",21761281
"SAMEA3387515","cat gut",21601856
"SAMEA3387516","cat gut",22698175
"SAMEA3387517","cat gut",26978349
"SAMEA3387518","cat gut",21381576
"SAMEA3387519","cat gut",38112258
"SAMEA3443758","cat gut",28128432
"SAMEA3449148","human gut",26761947
"SAMEA3449149","human gut",43422851
"SAMEA3449150","human gut",31671438
"SAMEA3449151","human gut",33785716
"SAMEA3449152","human gut",26796207
"SAMEA3449153","human gut",31191575
"SAMEA3449154","human gut",31933407
"SAMEA3449155","human gut",32417189
"SAMEA3449156","human gut",27542271
"SAMEA3449157","human gut",24066728
"SAMEA3449158","human gut",31918976
"SAMEA3449159","human gut",36052573
"SAMEA3449160","human gut",25214852
"SAMEA3449161","human gut",35438123
"SAMEA3449162","human gut",29632224
"SAMEA3449163","human gut",28678651
"SAMEA3449164","human gut",26604014
"SAMEA3449165","human gut",29337593
"SAMEA3449166","human gut",26442800
"SAMEA3449167","human gut",22208281
"SAMEA3449168","human gut",27342053
"SAMEA3449169","human gut",35592391
"SAMEA3449170","human gut",27275759
"SAMEA3449171","human gut",27627875
"SAMEA3449172","human gut",28523191
"SAMEA3449173","human gut",30856067
"SAMEA3449174","human gut",30840264
"SAMEA3449175","human gut",30167459
"SAMEA3449176","human gut",32070978
"SAMEA3449177","human gut",30820767
"SAMEA3449178","human gut",31515602
"SAMEA3449179","human gut",25502097
"SAMEA3449180","human gut",30396159
"SAMEA3449181","human gut",23656778
"SAMEA3449182","human gut",28033274
"SAMEA3449183","human gut",28688870
"SAMEA3449184","human gut",25261627
"SAMEA3449185","human gut",30782506
"SAMEA3449186","human gut",28269013
"SAMEA3449187","human gut",28495427
"SAMEA3449188","human gut",46134299
"SAMEA3449189","human gut",26649778
"SAMEA3449190","human gut",39253979
"SAMEA3449191","human gut",31612000
"SAMEA3449192","human gut",30455929
"SAMEA3449193","human gut",31469750
"SAMEA3449194","human gut",23529080
"SAMEA3449195","human gut",26810780
"SAMEA3449196","human gut",26862777
"SAMEA3449197","human gut",27653020
"SAMEA3449198","human gut",29312126
"SAMEA3449199","human gut",23681107
"SAMEA3449200","human gut",32999139
"SAMEA3449201","human gut",33437990
"SAMEA3449202","human gut",29755346
"SAMEA3449203","human gut",27436454
"SAMEA3449204","human gut",25684647
"SAMEA3449205","human gut",25117695
"SAMEA3449206","human gut",30625339
"SAMEA3449207","human gut",23911909
"SAMEA3449208","human gut",22888544
"SAMEA3449209","human gut",26955233
"SAMEA3449210","human gut",32959063
"SAMEA3449211","human gut",23906365
"SAMEA3449212","human gut",26832025
"SAMEA3449213","human gut",28270564
"SAMEA3449214","human gut",28710317
"SAMEA3449215","human gut",30718818
"SAMEA3449216","human gut",30720579
"SAMEA3449217","human gut",26770500
"SAMEA3449218","human gut",27207480
"SAMEA3449219","human gut",23444206
"SAMEA3449220","human gut",37824638
"SAMEA3449221","human gut",31283643
"SAMEA3449222","human gut",28366138
"SAMEA3449223","human gut",34574713
"SAMEA3449224","human gut",26840207
"SAMEA3449225","human gut",26996091
"SAMEA3449226","human gut",29314194
"SAMEA3449227","human gut",32526575
"SAMEA3449228","human gut",29420446
"SAMEA3449229","human gut",29347837
"SAMEA3449230","human gut",27262178
"SAMEA3449231","human gut",39933644
"SAMEA3449232","human gut",29397621
"SAMEA3449233","human gut",33539853
"SAMEA3449234","human gut",31272085
"SAMEA3449235","human gut",23308602
"SAMEA3449236","human gut",29764968
"SAMEA3449237","human gut",33559486
"SAMEA3449238","human gut",31247412
"SAMEA3449239","human gut",27187667
"SAMEA3449240","human gut",26793672
"SAMEA3449241","human gut",34831843
"SAMEA3449242","human gut",32086392
"SAMEA3449243","human gut",31252918
"SAMEA3449244","human gut",31716043
"SAMEA3449245","human gut",32868987
"SAMEA3449246","human gut",31004073
"SAMEA3449247","human gut",30658868
"SAMEA3449248","human gut",30238442
"SAMEA3449249","human gut",31766894
"SAMEA3449250","human gut",31881456
"SAMEA3449251","human gut",26194516
"SAMEA3449252","human gut",28349715
"SAMEA3449253","human gut",32531117
"SAMEA3449254","human gut",34580594
"SAMEA3449255","human gut",26719246
"SAMEA3449256","human gut",26872500
"SAMEA3449257","human gut",33009492
"SAMEA3449258","human gut",28355506
"SAMEA3449259","human gut",31988514
"SAMEA3449260","human gut",27521240
"SAMEA3449261","human gut",40408184
"SAMEA3449262","human gut",25989092
"SAMEA3449263","human gut",32513446
"SAMEA3449264","human gut",27925463
"SAMEA3449265","human gut",29897441
"SAMEA3449266","human gut",30720390
"SAMEA3449267","human gut",31441479
"SAMEA3449268","human gut",29358233
"SAMEA3449269","human gut",32546762
"SAMEA3449270","human gut",29330516
"SAMEA3449271","human gut",33579729
"SAMEA3449272","human gut",26275478
"SAMEA3449273","human gut",28458348
"SAMEA3449274","human gut",30255221
"SAMEA3449275","human gut",26638379
"SAMEA3449276","human gut",31997227
"SAMEA3449277","human gut",29785598
"SAMEA3449278","human gut",29305798
"SAMEA3449279","human gut",32318751
"SAMEA3449280","human gut",34594207
"SAMEA3449281","human gut",31745604
"SAMEA3449282","human gut",40935640
"SAMEA3449283","human gut",28474717
"SAMEA3449284","human gut",31238235
"SAMEA3449285","human gut",28510866
"SAMEA3449286","human gut",25320605
"SAMEA3449287","human gut",28582367
"SAMEA3449288","human gut",26910613
"SAMEA3449289","human gut",32395698
"SAMEA3449290","human gut",32098685
"SAMEA3449291","human gut",32032425
"SAMEA3449292","human gut",36512398
"SAMEA3449293","human gut",25753598
"SAMEA3449294","human gut",31512871
"SAMEA3449295","human gut",29801886
"SAMEA3449296","human gut",35174159
"SAMEA3449297","human gut",30138742
"SAMEA3449298","human gut",25603428
"SAMEA3449299","human gut",31496059
"SAMEA3449300","human gut",31458177
"SAMEA3449301","human gut",35964316
"SAMEA3449302","human gut",31189122
"SAMEA3449303","human gut",32109763
"SAMEA3449304","human gut",28929697
"SAMEA3449305","human gut",30828947
"SAMEA3449306","human gut",27988364
"SAMEA3449307","human gut",32317494
"SAMEA3449308","human gut",28844476
"SAMEA3449309","human gut",29937778
"SAMEA3449310","human gut",32076662
"SAMEA3449311","human gut",36244989
"SAMEA3449312","human gut",34642026
"SAMEA3449313","human gut",30376845
"SAMEA3449314","human gut",25461612
"SAMEA3449315","human gut",27541382
"SAMEA3449316","human gut",27677714
"SAMEA3449317","human gut",24852182
"SAMEA3449318","human gut",33320274
"SAMEA3449319","human gut",30493663
"SAMEA3449320","human gut",29904617
"SAMEA3449321","human gut",25367363
"SAMEA3449322","human gut",30784590
"SAMEA3449323","human gut",30408921
"SAMEA3449324","human gut",27515784
"SAMEA3449325","human gut",27678416
"SAMEA3449326","human gut",30923666
"SAMEA3449327","human gut",29171175
"SAMEA3449328","human gut",30249951
"SAMEA3449329","human gut",38210989
"SAMEA3449330","human gut",28560781
"SAMEA3449331","human gut",37864761
"SAMEA3449332","human gut",31667774
"SAMEA3449333","human gut",32736666
"SAMEA3449334","human gut",36608057
"SAMEA3449335","human gut",30727576
"SAMEA3449336","human gut",27177362
"SAMEA3449337","human gut",31215471
"SAMEA3449338","human gut",29385757
"SAMEA3449339","human gut",36365339
"SAMEA3449340","human gut",29283039
"SAMEA3449341","human gut",29512649
"SAMEA3449342","human gut",30865033
"SAMEA3449343","human gut",32131349
"SAMEA3449344","human gut",34783173
"SAMEA3449345","human gut",29887978
"SAMEA3449346","human gut",31474068
"SAMEA3449347","human gut",29761541
"SAMEA3449348","human gut",34774339
"SAMEA3449349","human gut",30919033
"SAMEA3449350","human gut",32573062
"SAMEA3449351","human gut",31639867
"SAMEA3449352","human gut",27822854
"SAMEA3449353","human gut",28957750
"SAMEA3449354","human gut",29757213
"SAMEA3449355","human gut",36376120
"SAMEA3449356","human gut",30091999
"SAMEA3449357","human gut",37288980
"SAMEA3449358","human gut",33968105
"SAMEA3449359","human gut",21375621
"SAMEA3449360","human gut",31579956
"SAMEA3449361","human gut",28391961
"SAMEA3449362","human gut",28231434
"SAMEA3449363","human gut",31514461
"SAMEA3449364","human gut",27007005
"SAMEA3449365","human gut",27075293
"SAMEA3449366","human gut",26122612
"SAMEA3449367","human gut",24950272
"SAMEA3449368","human gut",32202738
"SAMEA3449369","human gut",32402064
"SAMEA3449370","human gut",27417748
"SAMEA3449371","human gut",29576021
"SAMEA3449372","human gut",35635073
"SAMEA3449373","human gut",30472703
"SAMEA3449374","human gut",29584078
"SAMEA3449375","human gut",31096356
"SAMEA3449376","human gut",30746141
"SAMEA3449377","human gut",29131981
"SAMEA3449378","human gut",38470515
"SAMEA3449379","human gut",32918363
"SAMEA3449380","human gut",29711362
"SAMEA3449381","human gut",30686442
"SAMEA3449382","human gut",28937470
"SAMEA3449383","human gut",27880269
"SAMEA3449384","human gut",33464223
"SAMEA3449385","human gut",28547876
"SAMEA3449416","human gut",39579661
"SAMEA3449417","human gut",27609374
"SAMEA3449418","human gut",25212771
"SAMEA3449419","human gut",32260732
"SAMEA3449420","human gut",28811347
"SAMEA3449421","human gut",26271648
"SAMEA3449422","human gut",36471422
"SAMEA3449423","human gut",37976904
"SAMEA3449424","human gut",38362966
"SAMEA3449425","human gut",33913050
"SAMEA3449426","human gut",37292281
"SAMEA3449427","human gut",26034297
"SAMEA3541469","human gut",19302423
"SAMEA3541470","human gut",15419442
"SAMEA3541471","human gut",18579730
"SAMEA3541472","human gut",17689153
"SAMEA3541473","human gut",19311086
"SAMEA3541474","human gut",15623081
"SAMEA3541475","human gut",19298146
"SAMEA3541476","human gut",17706300
"SAMEA3541477","human gut",18694337
"SAMEA3541478","human gut",18747731
"SAMEA3541479","human gut",20563874
"SAMEA3541480","human gut",20508329
"SAMEA3541481","human gut",19903658
"SAMEA3541482","human gut",16760308
"SAMEA3541483","human gut",9452348
"SAMEA3541484","human gut",18987231
"SAMEA3541485","human gut",16910638
"SAMEA3541486","human gut",16405266
"SAMEA3541487","human gut",17307430
"SAMEA3541488","human gut",15078802
"SAMEA3541489","human gut",17938397
"SAMEA3541490","human gut",20022747
"SAMEA3541491","human gut",14075388
"SAMEA3541492","human gut",16217618
"SAMEA3541493","human gut",18951592
"SAMEA3541494","human gut",17884041
"SAMEA3541495","human gut",18471299
"SAMEA3541496","human gut",17893750
"SAMEA3541497","human gut",17603646
"SAMEA3541498","human gut",24182759
"SAMEA3541499","human gut",28843544
"SAMEA3541500","human gut",17035591
"SAMEA3541501","human gut",24783791
"SAMEA3541502","human gut",26545839
"SAMEA3541503","human gut",30127402
"SAMEA3541504","human gut",28312984
"SAMEA3541505","human gut",21542743
"SAMEA3541506","human gut",22342531
"SAMEA3541507","human gut",25828893
"SAMEA3541508","human gut",20696171
"SAMEA3541509","human gut",18191821
"SAMEA3541510","human gut",27895129
"SAMEA3541511","human gut",30676948
"SAMEA3541512","human gut",25925751
"SAMEA3541513","human gut",21358718
"SAMEA3541514","human gut",24592573
"SAMEA3541515","human gut",22884073
"SAMEA3541516","human gut",27819727
"SAMEA3541517","human gut",30157453
"SAMEA3541518","human gut",22990615
"SAMEA3541519","human gut",28793060
"SAMEA3541520","human gut",28400411
"SAMEA3541521","human gut",27698066
"SAMEA3541522","human gut",30584077
"SAMEA3541523","human gut",23330432
"SAMEA3541524","human gut",28721135
"SAMEA3541525","human gut",28639660
"SAMEA3541526","human gut",24751559
"SAMEA3541527","human gut",26089179
"SAMEA3541528","human gut",25756355
"SAMEA3541529","human gut",20590113
"SAMEA3541530","human gut",22343529
"SAMEA3541531","human gut",23313188
"SAMEA3541532","human gut",25000961
"SAMEA3541533","human gut",20584657
"SAMEA3541534","human gut",19590547
"SAMEA3541535","human gut",21981714
"SAMEA3541536","human gut",17414387
"SAMEA3541537","human gut",17365812
"SAMEA3541538","human gut",23556008
"SAMEA3541539","human gut",16645198
"SAMEA3541540","human gut",19142358
"SAMEA3541541","human gut",26110854
"SAMEA3541542","human gut",22671604
"SAMEA3541543","human gut",21851043
"SAMEA3541544","human gut",25289841
"SAMEA3541545","human gut",21496048
"SAMEA3541546","human gut",31386855
"SAMEA3541547","human gut",23652583
"SAMEA3541548","human gut",21238654
"SAMEA3541549","human gut",27103260
"SAMEA3541550","human gut",26013821
"SAMEA3541551","human gut",19537898
"SAMEA3541552","human gut",24436499
"SAMEA3541553","human gut",26418301
"SAMEA3541554","human gut",27599019
"SAMEA3541555","human gut",20174420
"SAMEA3541556","human gut",24508623
"SAMEA3541557","human gut",23610835
"SAMEA3541558","human gut",24601764
"SAMEA3541559","human gut",18188259
"SAMEA3541560","human gut",18992843
"SAMEA3541561","human gut",26156902
"SAMEA3541562","human gut",25498314
"SAMEA3541563","human gut",22757893
"SAMEA3541564","human gut",23465154
"SAMEA3541565","human gut",17502760
"SAMEA3541566","human gut",19817587
"SAMEA3541567","human gut",18084842
"SAMEA3541568","human gut",18470852
"SAMEA3541569","human gut",21748724
"SAMEA3541570","human gut",19859404
"SAMEA3541571","human gut",14187793
"SAMEA3541572","human gut",14081669
"SAMEA3541573","human gut",13482795
"SAMEA3541574","human gut",14500789
"SAMEA3541575","human gut",14373601
"SAMEA3541576","human gut",14072031
"SAMEA3541577","human gut",12842136
"SAMEA3541578","human gut",13971311
"SAMEA3541579","human gut",15707968
"SAMEA3541580","human gut",4828624
"SAMEA3541581","human gut",17877457
"SAMEA3541582","human gut",13306310
"SAMEA3541583","human gut",22395646
"SAMEA3541584","human gut",14657761
"SAMEA3541585","human gut",19086530
"SAMEA3541586","human gut",29298711
"SAMEA3541587","human gut",24208014
"SAMEA3541588","human gut",25555855
"SAMEA3541589","human gut",25465661
"SAMEA3541590","human gut",21692345
"SAMEA3541591","human gut",21927473
"SAMEA3541592","human gut",25095203
"SAMEA3541593","human gut",24132191
"SAMEA3541594","human gut",28175657
"SAMEA3541595","human gut",26431616
"SAMEA3541596","human gut",28160228
"SAMEA3628712","soil",750550
"SAMEA3628713","soil",1400617
"SAMEA3628715","soil",2003899
"SAMEA3628716","soil",1182356
"SAMEA3628752","amplicon",1009313
"SAMEA3628753","amplicon",2014805
"SAMEA3628754","amplicon",2536793
"SAMEA3628755","amplicon",2101483
"SAMEA3628756","amplicon",1532821
"SAMEA3628761","amplicon",892749
"SAMEA3628787","amplicon",1180733
"SAMEA3628788","amplicon",1207351
"SAMEA3628789","amplicon",755711
"SAMEA3628790","amplicon",1469711
"SAMEA3628791","amplicon",1788539
"SAMEA3628792","mouse gut",1886017
"SAMEA3628793","mouse gut",1659596
"SAMEA3628794","mouse gut",1893418
"SAMEA3628795","mouse gut",2176281
"SAMEA3628796","mouse gut",1816169
"SAMEA3628797","mouse gut",1033258
"SAMEA3628798","mouse gut",1102255
"SAMEA3628799","mouse gut",978852
"SAMEA3628801","mouse gut",1029366
"SAMEA3628819","mouse gut",1746304
"SAMEA3628820","mouse gut",1850541
"SAMEA3628821","amplicon",2426067
"SAMEA3628822","mouse gut",1131318
"SAMEA3628823","mouse gut",1419148
"SAMEA3628824","mouse gut",1410546
"SAMEA3628844","amplicon",919593
"SAMEA3628853","amplicon",1048587
"SAMEA3628862","amplicon",1538121
"SAMEA3628863","amplicon",1351948
"SAMEA3628864","amplicon",1183481
"SAMEA3628865","amplicon",1628311
"SAMEA3628866","amplicon",1513466
"SAMEA3628868","amplicon",1393152
"SAMEA3628869","amplicon",580862
"SAMEA3628870","amplicon",932881
"SAMEA3628871","amplicon",1653708
"SAMEA3628902","amplicon",1719529
"SAMEA3628903","amplicon",1390108
"SAMEA3628905","amplicon",1040771
"SAMEA3628906","amplicon",1344614
"SAMEA3628907","soil",742317
"SAMEA3628908","soil",1691586
"SAMEA3628909","soil",947263
"SAMEA3628911","soil",1702308
"SAMEA3628937","soil",782113
"SAMEA3628938","soil",743348
"SAMEA3628939","soil",993533
"SAMEA3628940","soil",600278
"SAMEA3628941","soil",766739
"SAMEA3628943","soil",901644
"SAMEA3628944","soil",733224
"SAMEA3628945","soil",961224
"SAMEA3628960","soil",1110378
"SAMEA3628963","soil",1003142
"SAMEA3628964","soil",1071383
"SAMEA3628969","soil",750560
"SAMEA3628971","soil",891656
"SAMEA3628972","soil",1491093
"SAMEA3628973","soil",755968
"SAMEA3628976","soil",926135
"SAMEA3628977","soil",1904235
"SAMEA3628978","soil",1122915
"SAMEA3628979","soil",873202
"SAMEA3628980","soil",1181283
"SAMEA3628981","soil",957364
"SAMEA3629018","amplicon",1537143
"SAMEA3629019","amplicon",2059245
"SAMEA3629020","amplicon",1568281
"SAMEA3629021","amplicon",1615714
"SAMEA3629023","amplicon",735776
"SAMEA3629024","amplicon",992238
"SAMEA3629025","amplicon",1065994
"SAMEA3629026","amplicon",1375551
"SAMEA3629027","amplicon",1417892
"SAMEA3629028","amplicon",1601016
"SAMEA3629029","amplicon",1736555
"SAMEA3629030","amplicon",1603210
"SAMEA3629051","amplicon",1324446
"SAMEA3629052","amplicon",1892444
"SAMEA3629053","amplicon",1501282
"SAMEA3629055","amplicon",2458804
"SAMEA3629056","mouse gut",1634971
"SAMEA3629057","mouse gut",1972989
"SAMEA3629058","mouse gut",1438962
"SAMEA3629059","mouse gut",1666323
"SAMEA3629060","mouse gut",2210853
"SAMEA3629061","mouse gut",1364284
"SAMEA3629062","mouse gut",1622117
"SAMEA3629063","mouse gut",1910217
"SAMEA3629064","mouse gut",1621236
"SAMEA3629065","mouse gut",1738625
"SAMEA3629067","mouse gut",1609088
"SAMEA3629068","mouse gut",1638863
"SAMEA3629069","mouse gut",1188355
"SAMEA3629070","mouse gut",1429418
"SAMEA3629084","mouse gut",2051125
"SAMEA3629085","mouse gut",1922776
"SAMEA3629086","amplicon",2458823
"SAMEA3629087","amplicon",3369012
"SAMEA3629088","mouse gut",983661
"SAMEA3629098","amplicon",924667
"SAMEA3629101","amplicon",812576
"SAMEA3629103","amplicon",1051256
"SAMEA3629105","amplicon",756014
"SAMEA3629106","amplicon",745513
"SAMEA3629127","amplicon",2300944
"SAMEA3629128","amplicon",2904522
"SAMEA3629129","amplicon",3004904
"SAMEA3629131","amplicon",2689060
"SAMEA3629132","amplicon",690000
"SAMEA3629133","amplicon",819332
"SAMEA3629135","amplicon",769740
"SAMEA3629136","amplicon",1578872
"SAMEA3629140","amplicon",1220117
"SAMEA3629142","amplicon",1327498
"SAMEA3629145","amplicon",1536744
"SAMEA3629167","amplicon",2949388
"SAMEA3629168","amplicon",1877915
"SAMEA3629169","amplicon",1291578
"SAMEA3629170","amplicon",1690263
"SAMEA3629171","amplicon",1548493
"SAMEA3629172","soil",3402692
"SAMEA3629173","soil",3396660
"SAMEA3629174","soil",3227178
"SAMEA3629175","soil",2465884
"SAMEA3629176","soil",2459787
"SAMEA3629183","soil",924340
"SAMEA3629205","soil",1990642
"SAMEA3629206","soil",984018
"SAMEA3629208","soil",837341
"SAMEA3629211","soil",834784
"SAMEA3629216","soil",1035184
"SAMEA3629224","soil",880027
"SAMEA3629225","soil",857043
"SAMEA3629226","soil",808211
"SAMEA3629228","soil",1128765
"SAMEA3629229","soil",1649535
"SAMEA3629232","soil",1494940
"SAMEA3629233","soil",1377150
"SAMEA3629234","soil",1513799
"SAMEA3629236","soil",1012016
"SAMEA3629237","soil",1939474
"SAMEA3629238","soil",2108143
"SAMEA3629239","soil",2660430
"SAMEA3629240","soil",1359465
"SAMEA3629241","soil",1539759
"SAMEA3629242","soil",1909418
"SAMEA3629243","soil",2228884
"SAMEA3629244","soil",2300592
"SAMEA3629245","soil",2293546
"SAMEA3629246","amplicon",2931922
"SAMEA3629282","amplicon",1318267
"SAMEA3629283","amplicon",1576272
"SAMEA3629284","amplicon",1728557
"SAMEA3629285","amplicon",1585432
"SAMEA3629286","amplicon",1544917
"SAMEA3629287","amplicon",1012004
"SAMEA3629288","amplicon",1179880
"SAMEA3629289","amplicon",1044399
"SAMEA3629291","amplicon",813604
"SAMEA3629305","amplicon",890689
"SAMEA3629317","amplicon",1609468
"SAMEA3629318","amplicon",2021608
"SAMEA3629319","amplicon",1278413
"SAMEA3629320","amplicon",1628522
"SAMEA3629321","amplicon",1249977
"SAMEA3629322","mouse gut",1747876
"SAMEA3629323","mouse gut",1949004
"SAMEA3629325","mouse gut",2237728
"SAMEA3629326","mouse gut",2167409
"SAMEA3629327","mouse gut",2580296
"SAMEA3629328","mouse gut",1255840
"SAMEA3629329","mouse gut",1121349
"SAMEA3629330","mouse gut",1170323
"SAMEA3629331","mouse gut",1150634
"SAMEA3629340","mouse gut",926768
"SAMEA3629341","mouse gut",539056
"SAMEA3629348","mouse gut",1372238
"SAMEA3629349","mouse gut",1998146
"SAMEA3629350","mouse gut",1118314
"SAMEA3629351","mouse gut",1161660
"SAMEA3629388","amplicon",988282
"SAMEA3629389","amplicon",1209635
"SAMEA3629390","amplicon",1296798
"SAMEA3629391","amplicon",1456717
"SAMEA3629392","amplicon",1448337
"SAMEA3629393","amplicon",1508864
"SAMEA3629394","amplicon",685864
"SAMEA3629395","amplicon",1406125
"SAMEA3629396","amplicon",1721142
"SAMEA3629428","amplicon",1340422
"SAMEA3629429","amplicon",1647195
"SAMEA3629430","amplicon",1650497
"SAMEA3629431","amplicon",1494757
"SAMEA3629432","amplicon",1518493
"SAMEA3629433","soil",2963450
"SAMEA3629434","soil",2253844
"SAMEA3629435","soil",2429300
"SAMEA3629436","amplicon",3263017
"SAMEA3629437","soil",569243
"SAMEA3629465","soil",852219
"SAMEA3629471","soil",780584
"SAMEA3629496","soil",1164987
"SAMEA3629498","soil",1353910
"SAMEA3629499","soil",1640329
"SAMEA3629500","soil",2003584
"SAMEA3630269","amplicon",907416
"SAMEA3630270","soil",1002605
"SAMEA3630906","amplicon",1150788
"SAMEA3630907","amplicon",1031110
"SAMEA3630908","amplicon",1360376
"SAMEA3630909","amplicon",1080845
"SAMEA3630911","amplicon",777371
"SAMEA3630912","amplicon",1525738
"SAMEA3630914","amplicon",1821775
"SAMEA3630915","amplicon",2499524
"SAMEA3630916","amplicon",2203382
"SAMEA3630917","amplicon",1077488
"SAMEA3630918","amplicon",1124920
"SAMEA3630920","amplicon",1527641
"SAMEA3630922","amplicon",3817680
"SAMEA3630923","amplicon",2475983
"SAMEA3630924","amplicon",1950693
"SAMEA3630925","amplicon",1181043
"SAMEA3630926","amplicon",2151711
"SAMEA3630927","amplicon",2291053
"SAMEA3630929","amplicon",1711919
"SAMEA3630946","amplicon",985375
"SAMEA3631038","amplicon",1064039
"SAMEA3631039","amplicon",1078478
"SAMEA3631041","amplicon",1094478
"SAMEA3631109","amplicon",1552395
"SAMEA3631115","amplicon",1690652
"SAMEA3631120","amplicon",907975
"SAMEA3631121","amplicon",981056
"SAMEA3631125","amplicon",1026222
"SAMEA3631126","amplicon",1158054
"SAMEA3631138","amplicon",1010804
"SAMEA3631152","amplicon",782093
"SAMEA3631162","amplicon",973653
"SAMEA3631163","amplicon",939783
"SAMEA3631164","amplicon",963727
"SAMEA3631166","amplicon",1197699
"SAMEA3631176","amplicon",836162
"SAMEA3631179","amplicon",1556232
"SAMEA3631218","amplicon",901837
"SAMEA3631221","amplicon",984726
"SAMEA3631223","amplicon",1456704
"SAMEA3631238","amplicon",1713879
"SAMEA3631243","amplicon",1250742
"SAMEA3631251","amplicon",903914
"SAMEA3631255","amplicon",1298052
"SAMEA3631256","amplicon",1082073
"SAMEA3631258","amplicon",1276770
"SAMEA3631259","amplicon",2783741
"SAMEA3631261","amplicon",842260
"SAMEA3631262","amplicon",954935
"SAMEA3631283","amplicon",934783
"SAMEA3631292","amplicon",922258
"SAMEA3631295","amplicon",1035684
"SAMEA3631296","amplicon",1320536
"SAMEA3631298","amplicon",974514
"SAMEA3631309","amplicon",885894
"SAMEA3631318","amplicon",1259135
"SAMEA3631323","amplicon",1486937
"SAMEA3631341","amplicon",983447
"SAMEA3631343","amplicon",825095
"SAMEA3631344","amplicon",996923
"SAMEA3631347","amplicon",1157396
"SAMEA3631348","amplicon",844894
"SAMEA3631349","amplicon",1357765
"SAMEA3631352","amplicon",697683
"SAMEA3631353","amplicon",2174088
"SAMEA3631354","amplicon",1188836
"SAMEA3631355","amplicon",2149533
"SAMEA3631356","amplicon",1146067
"SAMEA3631357","amplicon",1179630
"SAMEA3631358","amplicon",3174870
"SAMEA3631359","amplicon",1001634
"SAMEA3631360","amplicon",3356531
"SAMEA3631361","amplicon",2481184
"SAMEA3631362","amplicon",2441417
"SAMEA3631363","amplicon",2511393
"SAMEA3631364","amplicon",2897522
"SAMEA3631365","amplicon",961266
"SAMEA3631366","amplicon",807397
"SAMEA3631367","amplicon",840424
"SAMEA3631369","amplicon",918331
"SAMEA3631370","amplicon",985894
"SAMEA3631371","amplicon",1001512
"SAMEA3631372","amplicon",748131
"SAMEA3631373","amplicon",1056519
"SAMEA3631374","amplicon",894952
"SAMEA3631375","amplicon",1490407
"SAMEA3631376","amplicon",936873
"SAMEA3631379","amplicon",3255318
"SAMEA3631380","amplicon",1851865
"SAMEA3631381","amplicon",2043757
"SAMEA3631382","amplicon",1887855
"SAMEA3631383","amplicon",2886008
"SAMEA3631385","amplicon",1810018
"SAMEA3631386","amplicon",3056977
"SAMEA3631387","amplicon",1459665
"SAMEA3631388","amplicon",2167175
"SAMEA3631389","amplicon",2664144
"SAMEA3631391","amplicon",2307110
"SAMEA3631408","amplicon",1254909
"SAMEA3631410","amplicon",952624
"SAMEA3631411","amplicon",1238900
"SAMEA3631433","amplicon",667733
"SAMEA3631447","amplicon",883683
"SAMEA3631476","amplicon",812822
"SAMEA3631482","amplicon",1783196
"SAMEA3631494","amplicon",1130208
"SAMEA3631496","amplicon",1012525
"SAMEA3631497","amplicon",1023375
"SAMEA3631504","amplicon",689488
"SAMEA3631510","amplicon",1796331
"SAMEA3631512","amplicon",757318
"SAMEA3631513","amplicon",976313
"SAMEA3631514","amplicon",1598486
"SAMEA3631516","amplicon",1269141
"SAMEA3631521","amplicon",1786349
"SAMEA3631532","amplicon",1001226
"SAMEA3631533","amplicon",1135666
"SAMEA3631539","amplicon",957110
"SAMEA3631550","amplicon",890713
"SAMEA3631572","amplicon",811218
