"Term_ID","Term_Label","Parent_ID","Parent_Label","geneclass"
"ARO:3006900","AXC-4","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005369","KPC-37","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3008142","CTX-M-253","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002774","QnrB61","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3004094","Erm(48)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"ARO:3009075","TEM-256","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3008227","IND-19","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3008711","OXA-1301","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3003735","Staphylococcus aureus fusA with mutation conferring resistance to fusidic acid","ARO:0000031","antibiotic resistant gene variant or mutant","variant or mutant"
"ARO:3008787","OXY-12-2","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3008414","NDM-69","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3002735","QnrB20","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3007885","ACT-102","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002102","CMY-89","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3004590","tet(54)","ARO:3000036","tetracycline inactivation enzyme","tet enzyme"
"ARO:3002782","QnrB70","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3001917","CTX-M-55","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002764","QnrB49","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3008355","KPC-239","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002742","QnrB27","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3007771","aac(6')-Ib-cr11","ARO:3000345","AAC(6')","aac"
"ARO:3005996","OXA-796","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3002588","AAC(6')-I30","ARO:3000345","AAC(6')","aac"
"ARO:3005155","PDC-23","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3006654","PDC-280","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3005594","CTX-M-171","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3001427","OXA-33","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3006107","OXA-921","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3002547","AAC(6')-Ib-cr1","ARO:3000345","AAC(6')","aac"
"ARO:3008120","CMY-183","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3004339","PDC-76","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3009017","PEN-A3","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002770","QnrB57","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3008381","MIR-34","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002495","CTX-M-85","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3008638","OXA-1228","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3008726","OXA-944","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3004584","tet(50)","ARO:3000036","tetracycline inactivation enzyme","tet enzyme"
"ARO:3004582","tet(49)","ARO:3000036","tetracycline inactivation enzyme","tet enzyme"
"ARO:3002443","OKP-B-10","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002533","AAC(3)-IIa","ARO:3000322","AAC(3)","aac"
"ARO:3006133","PER-12","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005695","GOB-46","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3005541","BlaB-28","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3008761","OXA-984","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3008555","OXA-1137","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3008437","OXA-1016","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3005360","KPC-29","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3001089","SHV-31","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005230","SHV-211","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3009055","SHV-236","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3009003","PEN-A25","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005631","CTX-M-208","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3006951","MBL1b","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3004813","GOB-6","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3005359","KPC-27","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3003071","mphF","ARO:3000333","macrolide phosphotransferase (MPH)","mph"
"ARO:3006521","PDC-144","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3008980","PDC-633","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3004816","GOB-9","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3006024","OXA-827","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3005269","TEM-238","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3004762","BRO-2","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3007001","TER-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3001168","SHV-121","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3007974","ADC-258","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3009068","TEM-249","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005077","ROB-7","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002048","CMY-37","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3008295","KPC-169","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3006967","PFM-3","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3009020","PEN-A7","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3001793","OXA-320","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3002757","QnrB42","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3008697","OXA-1287","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3001110","SHV-53","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005586","CARB-52","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3001337","SHV-99","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002727","QnrB13","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3002459","LEN-9","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3006406","ADC-237","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3001876","CTX-M-13","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3001920","CTX-M-59","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002795","QnrS6","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3006208","VEB-11","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3008610","OXA-1198","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3005679","GOB-30","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3002404","OXY-2-9","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3001043","TEM-178","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005690","GOB-41","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3006983","RSD2-2","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3005577","CARB-43","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005673","GOB-24","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3005582","CARB-48","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005559","CARB-11","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005681","GOB-32","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3005699","GOB-51","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3003096","CfxA5","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3004815","GOB-8","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3004624","QnrS11","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3009084","VEB-32","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3004807","GOB-15","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3008723","OXA-933","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3005683","GOB-34","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3006184","IMI-20","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002800","QnrVC3","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3008197","GOB-52","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3008159","CTX-M-270","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3009070","TEM-251","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002591","AAC(6')-Ib-Suzhou","ARO:3000345","AAC(6')","aac"
"ARO:3005598","CTX-M-175","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002379","SME-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3001191","SHV-152","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002465","LEN-18","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3003142","IMI-8","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3004798","FRI-2","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3003177","IMI-7","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3006221","VEB-26","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005642","CTX-M-219","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3008214","IMI-27","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005791","OXA-567","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3004770","CIA-3","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3008186","GES-59","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005072","ROB-13","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005770","OXA-546","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3008990","PEN-A12","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3006689","PDC-319","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002485","LRA-2","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3002008","CTX-M-151","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3004811","GOB-4","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3004806","GOB-14","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3009083","VEB-31","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3001970","CTX-M-110","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005079","ROB-2","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005831","OXA-610","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3008196","GOB-47","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3001633","OXA-79","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3001393","TEM-216","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005073","ROB-3","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3006131","PER-10","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002367","PER-5","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3006179","IMI-15","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005579","CARB-45","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005227","SHV-206","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002377","VEB-8","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3009018","PEN-A5","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002383","SME-5","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3008209","IMI-22","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3001013","TEM-146","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3008807","OXY-5-10","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3006199","KPC-74","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3007126","ROB-12","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002010","CTX-M-153","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3008305","KPC-179","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3001862","IMI-5","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005581","CARB-47","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005674","GOB-25","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3005251","SHV-213","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005033","FLC-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3001195","SHV-156","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3001988","CTX-M-129","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3006914","CfiA22","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3005238","SHV-218","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005119","AAC(6')-Ib-cr9","ARO:3000345","AAC(6')","aac"
"ARO:3001412","OXA-17","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3007958","ACT-85","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3008073","AIM-2","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3008377","MIR-30","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3007937","ACT-174","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3005222","OXA-544","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3006925","GRD23-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3005983","OXA-780","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3002167","MIR-4","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3009101","CfiA31","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3002444","OKP-B-11","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3008565","OXA-1147","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3002381","SME-3","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005688","GOB-39","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3000975","TEM-112","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3004736","ARL-3","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3008785","OXY-11-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3006440","ADC-83","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002761","QnrB46","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3008800","OXY-2-30","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3000965","TEM-102","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3001028","TEM-162","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005260","TEM-229","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3000924","TEM-55","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3006789","PDC-42","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3002743","QnrB28","ARO:3000419","quinolone resistance protein (qnr)","qnr"
"ARO:3006727","PDC-358","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3006860","MIR-20","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3008955","PDC-608","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3009062","SHV-243","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3006376","ADC-207","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3007943","ACT-180","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3005672","GOB-23","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3001131","SHV-77","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3001181","SHV-137","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005226","SHV-208","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002036","CMY-25","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3006157","GES-28","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3008176","FONA-13","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3006714","PDC-344","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3008340","KPC-218","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3008810","OXY-5-7","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002372","VEB-3","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3007217","NDM-40","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3006932","LEN-27","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3008045","ADC-335","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3000996","TEM-132","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3001392","TEM-215","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005028","FRI-5","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3007969","ACT-97","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3008135","CTX-M-245","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005990","OXA-787","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3008687","OXA-1277","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3004788","FONA-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3008889","PDC-542","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3001144","SHV-92","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3001936","CTX-M-75","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002174","MIR-9","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3005117","AAC(6')-Ib-cr7","ARO:3000345","AAC(6')","aac"
"ARO:3002282","VIM-12","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3001156","SHV-107","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005228","SHV-226","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3001351","SHV-183","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3008904","PDC-557","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3008685","OXA-1275","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3006185","IMI-21","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3001083","SHV-25","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3000890","TEM-19","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3003605","OXA-449","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3006965","PFM-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3007967","ACT-95","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3001157","SHV-108","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3004847","LEN-51","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3003645","OXA-488","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3006901","AXC-5","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002467","LEN-20","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005771","OXA-547","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3002421","OKP-A-4","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3007448","TEM-246","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3007453","TEM-244","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3008446","OXA-1025","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3001129","SHV-75","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005215","SHV-216","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3009025","PEN-B3","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3005692","GOB-43","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"ARO:3002441","OKP-B-8","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3002438","OKP-B-5","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3006129","OXY-2-14","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3001034","TEM-168","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3001056","TEM-197","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3008391","MOX-23","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3006428","ADC-32","ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"ARO:3006867","CRH-3","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3009073","TEM-254","ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"ARO:3004480","Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin","ARO:3000210","rifamycin-resistant beta-subunit of RNA polymerase (rpoB)","rpoB"
"ARO:3000506","MexR","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3000263","marA","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3000263","marA","ARO:3000270","protein modulating permeability to antibiotic","permeability modulation"
"ARO:3003378","Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3000501","rpoB2","ARO:3000210","rifamycin-resistant beta-subunit of RNA polymerase (rpoB)","rpoB"
"ARO:3004063","EdeQ","ARO:3004064","Edeine acetyltransferase","edeQ"
"ARO:3003807","Escherichia coli AcrAB-TolC with AcrR mutation conferring resistance to ciprofloxacin, tetracycline, and ceftazidime","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3007433","almE","ARO:3003580","gene altering cell wall charge","cell wall charge"
"ARO:3005046","MecC-type methicillin resistance repressor MecI","ARO:3003040","beta-lactam resistant penicillin-binding proteins","PBP"
"ARO:3001209","mecC","ARO:3003040","beta-lactam resistant penicillin-binding proteins","PBP"
"ARO:3004364","almG","ARO:3003580","gene altering cell wall charge","cell wall charge"
"ARO:3003479","tetR","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3003440","mecB","ARO:3003040","beta-lactam resistant penicillin-binding proteins","PBP"
"ARO:3004185","mecD","ARO:3003040","beta-lactam resistant penicillin-binding proteins","PBP"
"ARO:3000617","mecA","ARO:3003040","beta-lactam resistant penicillin-binding proteins","PBP"
"ARO:3004127","Escherichia coli mipA","ARO:3000270","protein modulating permeability to antibiotic","permeability modulation"
"ARO:3003808","carO","ARO:3000270","protein modulating permeability to antibiotic","permeability modulation"
"ARO:3003028","lmrA","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump"
"ARO:3002484","LRA-13","ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"ARO:3000777","adeF","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"ARO:3007014","qacJ","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"ARO:3007015","qacG","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"ARO:3000808","MexI","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"ARO:3004038","Pseudomonas aeruginosa emrE","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"ARO:3000804","MexF","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"ARO:3003698","mexP","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"ARO:3000806","MexG","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"ARO:3003982","LlmA 23S ribosomal RNA methyltransferase","ARO:3000519","antibiotic target modifying enzyme","target-modifying enzyme"
"ARO:3000807","MexH","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"ARO:3004583","Klebsiella pneumoniae KpnF","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"ARO:3005040","YajC","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"ARO:3000216","acrB","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"ARO:3004597","Klebsiella pneumoniae KpnH","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"ARO:3007509","Shigella flexneri acrA","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"ARO:3003950","msbA","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"ARO:3004580","Klebsiella pneumoniae KpnE","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"ARO:3007012","sepA","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"ARO:3003063","ykkC","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"ARO:3000025","patB","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"ARO:3000794","mdtC","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"ARO:3004144","AxyY","ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
