"","ARO_Term_ID","Term_Label","Parent_ID","Parent_Label","gene_class","abbreviation"
"704","ARO:3007006","ZOG-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"705","ARO:3009044","SED-2","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"706","ARO:3008252","KPC-122","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"707","ARO:3008507","OXA-1089","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"708","ARO:3002241","CARB-2","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"709","ARO:3005096","GPC-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"710","ARO:3002828","srmB","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF","ABC-F"
"711","ARO:3004605","ermZ","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm","erm"
"712","ARO:3007123","tet(O/W/O)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG","tet RPG"
"713","ARO:3001462","OXA-157","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"714","ARO:3000594","ErmR","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm","erm"
"715","ARO:3006902","BSU-1","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"716","ARO:3000848","DIM-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"717","ARO:3001817","ACC-3","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"718","ARO:3007895","ACT-112","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"719","ARO:3002555","AAC(6')-Ih","ARO:3000345","AAC(6')","aac","aac"
"720","ARO:3001305","ErmU","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm","erm"
"721","ARO:3002881","lmrC","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF","ABC-F"
"722","ARO:3002649","APH(3')-Va","ARO:3000126","APH(3')","aph","aph"
"723","ARO:3000596","ErmX","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm","erm"
"724","ARO:3006232","ACC-7","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"725","ARO:3002700","cmlv","ARO:3000249","chloramphenicol phosphotransferase","cpt","cpt"
"726","ARO:3005524","BlaB-11","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"727","ARO:3002243","CARB-4","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"728","ARO:3002248","CARB-9","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"729","ARO:3002218","IMP-27","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"730","ARO:3006935","LHK-1","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"731","ARO:3008728","OXA-951","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"732","ARO:3008620","OXA-1208","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"733","ARO:3004087","APH(3')-IXa","ARO:3000126","APH(3')","aph","aph"
"734","ARO:3002583","AAC(6')-29a","ARO:3000345","AAC(6')","aac","aac"
"735","ARO:3002849","arr-4","ARO:3000576","rifampin inactivation enzyme","rifampin inactivation enzyme","RIF-inact. enz."
"736","ARO:3002623","ANT(4')-Ia","ARO:3000229","ANT(4')","ant","ant"
"737","ARO:3005015","VMB-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"738","ARO:3000410","sul1","ARO:3004238","sulfonamide resistant sul","sul","sul"
"739","ARO:3003772","Brucella suis mprF","ARO:3003580","gene altering cell wall charge","cell wall charge","cell wall charge"
"740","ARO:3000423","FomA","ARO:3000342","fosfomycin inactivation enzyme","fos","fos"
"741","ARO:3005121","lsaD","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF","ABC-F"
"742","ARO:3005576","CARB-42","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"743","ARO:3006294","ADC-116","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"744","ARO:3000846","SIM-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"745","ARO:3007111","nimI","ARO:3007103","nitroimidazole reductase","nim","nim"
"746","ARO:3000595","ErmT","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm","erm"
"747","ARO:3008741","OXA-964","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"748","ARO:3007122","tet(O/W/32/O)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG","tet RPG"
"749","ARO:3004641","AAC(6')-I-43","ARO:3000345","AAC(6')","aac","aac"
"750","ARO:3002680","catB8","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat","cat"
"751","ARO:3005010","qacEdelta1","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"752","ARO:3003067","smeS","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"753","ARO:3000849","SFH-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"754","ARO:3000194","tet(W)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG","tet RPG"
"755","ARO:3003553","CepS","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"756","ARO:3000508","gadX","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"757","ARO:3008173","FONA-10","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"758","ARO:3003670","PEDO-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"759","ARO:3002143","DHA-12","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"760","ARO:3002687","catQ","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat","cat"
"761","ARO:3008183","FOX-21","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"762","ARO:3002914","vanJ","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"763","ARO:3000866","oleI","ARO:3000458","macrolide glycosyltransferase","mgt","mgt"
"764","ARO:3003036","oleB","ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF","ABC-F"
"765","ARO:3002893","tcr3","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"766","ARO:3002651","APH(3')-Vc","ARO:3000126","APH(3')","aph","aph"
"767","ARO:3004661","Staphylococcus aureus FosB","ARO:3000342","fosfomycin inactivation enzyme","fos","fos"
"768","ARO:3003174","CARB-18","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"769","ARO:3002895","SAT-2","ARO:3000869","streptothricin acetyltransferase (SAT)","sat","sat"
"770","ARO:3003561","SED-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"771","ARO:3007855","CHM-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"772","ARO:3004498","dfrB4","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr","dfr"
"773","ARO:3007460","IMP-91","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"774","ARO:3002897","SAT-4","ARO:3000869","streptothricin acetyltransferase (SAT)","sat","sat"
"775","ARO:3004460","Vibrio anguillarum chloramphenicol acetyltransferase","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat","cat"
"776","ARO:3002628","aad(6)","ARO:3000225","ANT(6)","ant","ant"
"777","ARO:3008394","MUN-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"778","ARO:3007106","nimD","ARO:3007103","nitroimidazole reductase","nim","nim"
"779","ARO:3004608","EreD","ARO:3000320","macrolide esterase","mel","mel"
"780","ARO:3000205","tet(X)","ARO:3000036","tetracycline inactivation enzyme","tet enzyme","tet enzyme"
"781","ARO:3000318","mphB","ARO:3000333","macrolide phosphotransferase (MPH)","mph","mph"
"782","ARO:3002688","catS","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat","cat"
"783","ARO:3004191","APH(2'')-If","ARO:3000128","APH(2'')","aph","aph"
"784","ARO:3000498","ErmF","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm","erm"
"785","ARO:3003097","CfxA6","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"786","ARO:3003918","apmA","ARO:3000341","AAC(2')","aac","aac"
"787","ARO:3000375","ErmB","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm","erm"
"788","ARO:3007041","Erm(52)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm","erm"
"789","ARO:3003003","CfxA3","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"790","ARO:3004683","aadS","ARO:3000225","ANT(6)","ant","ant"
"791","ARO:3002860","dfrA17","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr","dfr"
"792","ARO:3004626","Erm(49)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm","erm"
"793","ARO:3002617","aadA17","ARO:3004275","ANT(3'')","ant","ant"
"794","ARO:3007459","EstT","ARO:3000320","macrolide esterase","mel","mel"
"795","ARO:3007110","nimH","ARO:3007103","nitroimidazole reductase","nim","nim"
"796","ARO:3007105","nimC","ARO:3007103","nitroimidazole reductase","nim","nim"
"797","ARO:3004458","Enterococcus faecalis chloramphenicol acetyltransferase","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat","cat"
"798","ARO:3000166","tet(B)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"799","ARO:3002866","dfrD","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr","dfr"
"800","ARO:3006225","CepA-44","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"801","ARO:3007118","crxA","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"802","ARO:3003838","gadW","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"803","ARO:3002685","catIII","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat","cat"
"804","ARO:3007124","tet(W/32/O)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG","tet RPG"
"805","ARO:3003773","Clostridium perfringens mprF","ARO:3003580","gene altering cell wall charge","cell wall charge","cell wall charge"
"806","ARO:3002857","dfrA26","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr","dfr"
"807","ARO:3002683","catA1","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat","cat"
"808","ARO:3001216","mdtH","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"809","ARO:3002839","lnuF","ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu","lnu"
"810","ARO:3002836","lnuB","ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu","lnu"
"811","ARO:3004667","Staphylococcus aureus norA","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"812","ARO:3003733","fusC","ARO:3005086","Target protecting FusB-type protein conferring resistance to Fusidic acid","fusB-type","fusB-type"
"813","ARO:3002553","AAC(6')-If","ARO:3000345","AAC(6')","aac","aac"
"814","ARO:3002835","lnuA","ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu","lnu"
"815","ARO:3002932","vanS gene in vanB cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"816","ARO:3008823","PC1","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"817","ARO:3001404","OXA-9","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"818","ARO:3004629","AAC(6')-Im","ARO:3000345","AAC(6')","aac","aac"
"819","ARO:3005350","DfrB9","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr","dfr"
"820","ARO:3002597","AAC(6')-Ie-APH(2'')-Ia bifunctional protein","ARO:3007419","aminoglycoside bifunctional resistance protein","bifunctional aminoglycoside","bifunctional aminoglycoside"
"821","ARO:3003005","CfxA4","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"822","ARO:3004656","catII from Escherichia coli K-12","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat","cat"
"823","ARO:3003106","Erm(42)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm","erm"
"824","ARO:3002872","FosA3","ARO:3000342","fosfomycin inactivation enzyme","fos","fos"
"825","ARO:3002788","QnrD1","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"826","ARO:3002636","APH(2'')-IIIa","ARO:3000128","APH(2'')","aph","aph"
"827","ARO:3002999","CblA-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"828","ARO:3003689","MCR-1.1","ARO:3003580","gene altering cell wall charge","cell wall charge","cell wall charge"
"829","ARO:3004547","dfrA6","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr","dfr"
"830","ARO:3005876","OXA-661","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"831","ARO:3006882","ECM-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"832","ARO:3002854","dfrA1","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr","dfr"
"833","ARO:3004111","FosA6","ARO:3000342","fosfomycin inactivation enzyme","fos","fos"
"834","ARO:3001866","CTX-M-3","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"835","ARO:3003762","lnuE","ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu","lnu"
"836","ARO:3002069","CMY-59","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"837","ARO:3002642","APH(3')-Ib","ARO:3000126","APH(3')","aph","aph"
"838","ARO:3004122","Klebsiella pneumoniae OmpK37","ARO:3000270","protein modulating permeability to antibiotic","permeability modulation","permeability modulation"
"839","ARO:3000832","evgA","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"840","ARO:3007682","MdtQ","ARO:3000270","protein modulating permeability to antibiotic","permeability modulation","permeability modulation"
"841","ARO:3002626","ANT(6)-Ia","ARO:3000225","ANT(6)","ant","ant"
"842","ARO:3002605","aadA5","ARO:3004275","ANT(3'')","ant","ant"
"843","ARO:3004550","dfrA27","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr","dfr"
"844","ARO:3002088","CMY-75","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"845","ARO:3005043","cmlA9","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"846","ARO:3004623","AAC(3)-IId","ARO:3000322","AAC(3)","aac","aac"
"847","ARO:3007838","tet(65)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"848","ARO:3002950","vanX gene in vanB cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"849","ARO:3002748","QnrB33","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"850","ARO:3000013","vanB","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"851","ARO:3003002","CfxA2","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"852","ARO:3006881","EC-8","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"853","ARO:3004773","CKO-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"854","ARO:3002660","APH(6)-Id","ARO:3000151","APH(6)","aph","aph"
"855","ARO:3001777","OXA-347","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"856","ARO:3002637","APH(2'')-IVa","ARO:3000128","APH(2'')","aph","aph"
"857","ARO:3002837","lnuC","ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu","lnu"
"858","ARO:3001980","CTX-M-121","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"859","ARO:3007802","RATA-2","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"860","ARO:3002655","APH(4)-Ia","ARO:3000155","APH(4)","aph","aph"
"861","ARO:3005830","OXA-609","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"862","ARO:3002995","ROB-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"863","ARO:3004601","LnuP","ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu","lnu"
"864","ARO:3000593","ErmQ","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm","erm"
"865","ARO:3004704","aadA8b","ARO:3004275","ANT(3'')","ant","ant"
"866","ARO:3002968","vanXY gene in vanL cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"867","ARO:3003908","Erm(47)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm","erm"
"868","ARO:3001396","OXA-1","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"869","ARO:3000193","tet(T)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG","tet RPG"
"870","ARO:3002629","ANT(6)-Ib","ARO:3000225","ANT(6)","ant","ant"
"871","ARO:3007894","ACT-111","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"872","ARO:3002861","dfrA5","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr","dfr"
"873","ARO:3004359","ACI-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"874","ARO:3004454","Campylobacter coli chloramphenicol acetyltransferase","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat","cat"
"875","ARO:3005099","23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm","erm"
"876","ARO:3000830","cpxA","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"877","ARO:3000567","tet(40)","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"878","ARO:3000192","tet(S)","ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG","tet RPG"
"879","ARO:3009030","PLA-4","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"880","ARO:3002455","LEN-2","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"881","ARO:3005323","OXA-926","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"882","ARO:3000413","sul3","ARO:3004238","sulfonamide resistant sul","sul","sul"
"883","ARO:3004658","catA8","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat","cat"
"884","ARO:3007861","DYB-1","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"885","ARO:3006875","EC-14","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"886","ARO:3002720","QnrB6","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"887","ARO:3002844","vatE","ARO:3000233","streptogramin inactivation enzyme","vat","vat"
"888","ARO:3002654","APH(3')-VIIa","ARO:3000126","APH(3')","aph","aph"
"889","ARO:3001070","SHV-11","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"890","ARO:3007935","ACT-172","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"891","ARO:3002428","OKP-A-11","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"892","ARO:3007900","ACT-118","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"893","ARO:3002659","APH(6)-Ic","ARO:3000151","APH(6)","aph","aph"
"894","ARO:3002113","CMY-101","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"895","ARO:3002669","APH(2'')-Ig","ARO:3000128","APH(2'')","aph","aph"
"896","ARO:3007489","dfrB10","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr","dfr"
"897","ARO:3002510","LRA-3","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"898","ARO:3005198","CMY-157","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"899","ARO:3002867","dfrF","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr","dfr"
"900","ARO:3001868","CTX-M-5","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"901","ARO:3000620","adeL","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"902","ARO:3006709","PDC-34","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"903","ARO:3003710","MexL","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"904","ARO:3000521","Staphylococcus aureus mupA conferring resistance to mupirocin","ARO:0000031","antibiotic resistant gene variant or mutant","variant or mutant","variant or mutant"
"905","ARO:3004047","kdpD","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"906","ARO:3006247","ACT-52","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"907","ARO:3002399","OXY-2-4","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"908","ARO:3002962","vanZ gene in vanA cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"909","ARO:3002726","QnrB12","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"910","ARO:3002494","SRT-2","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"911","ARO:3000621","PC1 beta-lactamase (blaZ)","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"912","ARO:3001859","IMI-2","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"913","ARO:3003665","NmcR","ARO:3000100","gene modulating beta-lactam resistance","beta-lactam modulation resistance","beta-lactam mod."
"914","ARO:3004239","NPS-1","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"915","ARO:3000361","EreA","ARO:3000320","macrolide esterase","mel","mel"
"916","ARO:3002679","Pseudomonas aeruginosa catB7","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat","cat"
"917","ARO:3002554","AAC(6')-Ig","ARO:3000345","AAC(6')","aac","aac"
"918","ARO:3004542","mphN","ARO:3000333","macrolide phosphotransferase (MPH)","mph","mph"
"919","ARO:3006248","ACT-53","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"920","ARO:3005044","OmpA","ARO:3000270","protein modulating permeability to antibiotic","permeability modulation","permeability modulation"
"921","ARO:3002686","catP","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat","cat"
"922","ARO:3000578","CcrA","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"923","ARO:3006245","ACT-50","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"924","ARO:3000826","sdiA","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"925","ARO:3001856","CFE-1","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"926","ARO:3002724","QnrB10","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"927","ARO:3002137","DHA-4","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"928","ARO:3002777","QnrB65","ARO:3000419","quinolone resistance protein (qnr)","qnr","qnr"
"929","ARO:3002921","vanR gene in vanB cluster","ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van","van"
"930","ARO:3002675","catB2","ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat","cat"
"931","ARO:3001829","ACT-4","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"932","ARO:3007137","mcr-10.1","ARO:3003580","gene altering cell wall charge","cell wall charge","cell wall charge"
"933","ARO:3003774","Streptococcus agalactiae mprF","ARO:3003580","gene altering cell wall charge","cell wall charge","cell wall charge"
"934","ARO:3003599","OXA-443","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"935","ARO:3003600","OXA-444","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"936","ARO:3001416","OXA-21","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"937","ARO:3002558","AAC(6')-Ik","ARO:3000345","AAC(6')","aac","aac"
"938","ARO:3004695","MCR-4.3","ARO:3003580","gene altering cell wall charge","cell wall charge","cell wall charge"
"939","ARO:3001301","RlmA(II)","ARO:3000492","gene involved in self-resistance to antibiotic","self-resistance","self-resistance"
"940","ARO:3003964","hp1181","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"941","ARO:3003731","fusD","ARO:3005086","Target protecting FusB-type protein conferring resistance to Fusidic acid","fusB-type","fusB-type"
"942","ARO:3004663","FusF","ARO:3005086","Target protecting FusB-type protein conferring resistance to Fusidic acid","fusB-type","fusB-type"
"943","ARO:3004056","ArmR","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"944","ARO:3000605","Erm(36)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm","erm"
"945","ARO:3000391","norA","ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump","efflux"
"946","ARO:3002865","dfrC","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr","dfr"
"947","ARO:3004673","FosB6","ARO:3000342","fosfomycin inactivation enzyme","fos","fos"
"948","ARO:3000815","mgrA","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"949","ARO:3002985","arnA","ARO:3003580","gene altering cell wall charge","cell wall charge","cell wall charge"
"950","ARO:3008460","OXA-1041","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"951","ARO:3002363","PER-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"952","ARO:3005736","OXA-506","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"953","ARO:3005461","EBR-3","ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase","class B"
"954","ARO:3004595","erm(45)","ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm","erm"
"955","ARO:3001705","OXA-72","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"956","ARO:3003886","ADC-80","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"957","ARO:3003199","AAC(6')-Iak","ARO:3000345","AAC(6')","aac","aac"
"958","ARO:3000553","adeR","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"959","ARO:3008817","OXY-8-1","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"960","ARO:3007986","ADC-270","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"961","ARO:3000559","adeN","ARO:3000451","protein(s) and two-component regulatory system modulating antibiotic efflux","efflux pump","efflux"
"962","ARO:3007069","FosY","ARO:3000342","fosfomycin inactivation enzyme","fos","fos"
"963","ARO:3005056","tet(X6)","ARO:3000036","tetracycline inactivation enzyme","tet enzyme","tet enzyme"
"964","ARO:3002391","OXY-1-3","ARO:3000078","class A beta-lactamase","class A beta-lactamase","class A"
"965","ARO:3003862","ADC-18","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"966","ARO:3007907","ACT-131","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
"967","ARO:3001616","OXA-68","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"968","ARO:3001738","OXA-283","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"969","ARO:3002864","dfrB1","ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr","dfr"
"970","ARO:3001549","OXA-362","ARO:3000075","class D beta-lactamase","class D beta-lactamase","class D"
"971","ARO:3006370","ADC-201","ARO:3000076","class C beta-lactamase","class C beta-lactamase","class C"
