sample_id	original_name	habitat	GCfrac	basepairsHQ	basepairsRaw	insertsHQ	insertsRaw	nr_orfs	latitude	longitude	income_group	country
SAMEA3134435	SAMEA3134435	mouse gut	0.4430044807433795	2388123031	4227317222	18512099	26497674	178393	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134436	SAMEA3134436	mouse gut	0.4302033037193441	3083872261	4729558867	23129088	29563622	186054	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134437	SAMEA3134437	mouse gut	0.4424139702154452	2503406940	4040069094	19628412	25951439	169719	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134438	SAMEA3134438	mouse gut	0.42900063452253023	2554985969	3903786775	19160426	24403952	144628	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134439	SAMEA3134439	mouse gut	0.4600422129215856	2125447550	3449259557	16733688	22006799	123644	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134440	SAMEA3134440	mouse gut	0.4495799060304628	2531865243	4048447827	19740457	24777237	152142	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134441	SAMEA3134441	mouse gut	0.4490710433459987	2798457922	4525259459	21742761	28571955	131604	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134442	SAMEA3134442	mouse gut	0.4499323103418813	2715388417	4301539569	20900924	27066069	187011	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134443	SAMEA3134443	mouse gut	0.4606435411276524	2465696061	4106287962	19400264	26114499	255564	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134444	SAMEA3134444	mouse gut	0.4565116440253724	2758246540	4385677301	21332183	27580685	174300	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134445	SAMEA3134445	mouse gut	0.44963271825530304	2999100001	4733860625	23279715	30043077	156166	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134446	SAMEA3134446	mouse gut	0.4508408626703826	2792624146	4521388923	21568890	28612894	223201	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134447	SAMEA3134447	mouse gut	0.4495658441414138	2315403709	3777635399	18086305	24212367	188147	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134448	SAMEA3134448	mouse gut	0.4394766066219371	2730143281	4437006345	21258280	28355721	204317	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134449	SAMEA3134449	mouse gut	0.4427295985403726	2602855786	4133583141	19952188	25992820	171837	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134450	SAMEA3134450	mouse gut	0.4320228400401224	2628873474	4067373026	19950372	24700035	167096	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134451	SAMEA3134451	mouse gut	0.4423635716018701	2342726086	3741818366	17951200	23547021	184529	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134452	SAMEA3134452	mouse gut	0.422397262381976	2807696248	4185278874	21057577	26264337	148684	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134453	SAMEA3134453	mouse gut	0.4235544588489304	3053421481	4695769319	22949061	29290071	154889	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134454	SAMEA3134454	mouse gut	0.4266455687575631	2505175679	3772167407	18969414	23733700	163998	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134455	SAMEA3134455	mouse gut	0.4557828099881016	1193011403	1595847960	10450750	12114853	80160	55.676097	12.568337	High income	Denmark
SAMEA3134456	SAMEA3134456	mouse gut	0.4223065858350852	2142609235	3237210375	16499286	20608975	115706	55.676097	12.568337	High income	Denmark
SAMEA3134457	SAMEA3134457	mouse gut	0.38375442949818944	736086594	2827469063	9654922	23592562	45938	55.676097	12.568337	High income	Denmark
SAMEA3134458	SAMEA3134458	mouse gut	0.3827345158307753	331995508	2088607988	4181125	17562293	34556	55.676097	12.568337	High income	Denmark
SAMEA3134459	SAMEA3134459	mouse gut	0.4509472320233703	2664551265	3820868141	20198923	23809247	175239	55.676097	12.568337	High income	Denmark
SAMEA3134460	SAMEA3134460	mouse gut	0.3476124002934905	390610864	2228964010	4818665	15970560	28948	55.676097	12.568337	High income	Denmark
SAMEA3134461	SAMEA3134461	mouse gut	0.3356147052270345	257817767	2487983185	3396991	21276504	17492	55.676097	12.568337	High income	Denmark
SAMEA3134462	SAMEA3134462	mouse gut	0.5032187336177706	806483936	1777484270	7875818	11944733	48447	55.676097	12.568337	High income	Denmark
SAMEA3134463	SAMEA3134463	mouse gut	0.4935457276674355	1080116817	2343958437	10463649	15734068	63578	55.676097	12.568337	High income	Denmark
SAMEA3134464	SAMEA3134464	mouse gut	0.45453140622598404	828980344	1405781663	8534201	11813024	53880	55.676097	12.568337	High income	Denmark
SAMEA3134465	SAMEA3134465	mouse gut	0.4986797536111331	814740213	1743980142	7891742	11655064	27241	55.676097	12.568337	High income	Denmark
SAMEA3134466	SAMEA3134466	mouse gut	0.32078654309290505	415252009	2121348642	5058393	17162748	19314	55.676097	12.568337	High income	Denmark
SAMEA3134467	SAMEA3134467	mouse gut	0.3409641305795146	351329453	2016044063	4580388	16941820	30529	55.676097	12.568337	High income	Denmark
SAMEA3134468	SAMEA3134468	mouse gut	0.38086401418647	2059066332	3318778340	15269011	21148151	101393	55.676097	12.568337	High income	Denmark
SAMEA3134469	SAMEA3134469	mouse gut	0.3821093879302248	1910351228	2964654405	13882200	18464039	112339	55.676097	12.568337	High income	Denmark
SAMEA3134470	SAMEA3134470	mouse gut	0.4217491550351498	1417727181	2548885515	10965897	16536602	118152	55.676097	12.568337	High income	Denmark
SAMEA3134471	SAMEA3134471	mouse gut	0.4202167720115248	1399463389	2639586183	11192091	17596111	130294	55.676097	12.568337	High income	Denmark
SAMEA3134472	SAMEA3134472	mouse gut	0.4168931522990471	1305312821	1913694409	11556908	14496170	91020	55.676097	12.568337	High income	Denmark
SAMEA3134473	SAMEA3134473	mouse gut	0.43478265790866505	1333561760	1714171927	11196440	12723336	83799	55.676097	12.568337	High income	Denmark
SAMEA3134474	SAMEA3134474	mouse gut	0.39967245895857295	1687924405	2518290831	14498328	18306704	95307	55.676097	12.568337	High income	Denmark
SAMEA3134475	SAMEA3134475	mouse gut	0.4131713779316087	1060999542	1612002321	9452453	11697952	70013	55.676097	12.568337	High income	Denmark
SAMEA3134476	SAMEA3134476	mouse gut	0.3303423824554299	398208788	2255503967	4984547	18155179	28764	55.676097	12.568337	High income	Denmark
SAMEA3134477	SAMEA3134477	mouse gut	0.4202877462072007	1340142858	1999769448	11382043	13899012	76251	55.676097	12.568337	High income	Denmark
SAMEA3134478	SAMEA3134478	mouse gut	0.4283374845533393	975601330	1491755053	9416812	11890991	92273	55.676097	12.568337	High income	Denmark
SAMEA3134479	SAMEA3134479	mouse gut	0.5065557657265011	3974047340	5504252233	28785667	34636355	120594	40.41663279	-3.7037658689999997	High income	Spain
SAMEA3134480	SAMEA3134480	mouse gut	0.498111924170029	4563259510	6656938577	32923429	41346989	150845	40.41663279	-3.7037658689999997	High income	Spain
SAMEA3134481	SAMEA3134481	mouse gut	0.5152643371289546	4000390130	5451986890	27076107	32067956	153984	40.41663279	-3.7037658689999997	High income	Spain
SAMEA3134482	SAMEA3134482	mouse gut	0.5008639797232278	3410093590	4532405656	23674951	27726884	119540	40.41663279	-3.7037658689999997	High income	Spain
SAMEA3134483	SAMEA3134483	mouse gut	0.4888716960829333	4142565265	5399388023	27554642	31838617	153999	40.41663279	-3.7037658689999997	High income	Spain
SAMEA3134484	SAMEA3134484	mouse gut	0.4924482660485688	3931646955	5265624352	26774802	30935731	145220	40.41663279	-3.7037658689999997	High income	Spain
SAMEA3134485	SAMEA3134485	mouse gut	0.4992669250231565	5720367559	7568455438	38914895	45475609	174861	40.41663279	-3.7037658689999997	High income	Spain
SAMEA3134486	SAMEA3134486	mouse gut	0.4873244457952895	4312248301	6190932403	30247861	37642157	202535	40.41663279	-3.7037658689999997	High income	Spain
SAMEA3134487	SAMEA3134487	mouse gut	0.4850814308975962	3049369030	4403939456	21530291	26965890	112433	40.41663279	-3.7037658689999997	High income	Spain
SAMEA3134488	SAMEA3134488	mouse gut	0.5000702725221398	4156340741	6015949519	28869516	35994577	128295	40.41663279	-3.7037658689999997	High income	Spain
SAMEA3134489	SAMEA3134489	mouse gut	0.470305927971254	4115943018	5737650729	28414635	34540118	202489	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134490	SAMEA3134490	mouse gut	0.4766563364301635	5094575656	7162246750	35508874	43385427	199488	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134491	SAMEA3134491	mouse gut	0.4704982671429747	4246600351	5933532344	29489860	35896197	220452	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134492	SAMEA3134492	mouse gut	0.4845191046371569	5001386511	6742809415	33730677	39734069	173473	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134493	SAMEA3134493	mouse gut	0.4789233607620464	4533824660	6047840197	30749530	36000991	349874	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134494	SAMEA3134494	mouse gut	0.4760399690697129	4285571158	5836906248	30267007	35428774	194959	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134495	SAMEA3134495	mouse gut	0.4762386485374234	4649409522	6164736978	30991704	36061529	280729	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134496	SAMEA3134496	mouse gut	0.4756883628648928	4106831113	5963460842	30565484	37603001	230587	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134497	SAMEA3134497	mouse gut	0.4766090250745849	4542185034	5749194090	31177281	35175039	245899	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134498	SAMEA3134498	mouse gut	0.4731504776675311	5373342794	6829506869	36907542	41786343	270596	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134499	SAMEA3134499	mouse gut	0.4731306300775625	6353215068	7966961633	43430867	48697512	358252	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134500	SAMEA3134500	mouse gut	0.4544768981034333	2895621156	5603361570	22999010	34093222	229897	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134501	SAMEA3134501	mouse gut	0.4598537986005378	2885428814	5789621024	23454166	35807763	188369	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134502	SAMEA3134502	mouse gut	0.446775560803729	2586525225	4907951155	20155838	29486350	171015	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134503	SAMEA3134503	mouse gut	0.4404632332627764	2629330947	4861674633	20226608	29003336	205561	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134504	SAMEA3134504	mouse gut	0.4716822543472701	4285138306	6070601456	30369497	36709583	382068	40.70606	-73.99703000000002	High income	United States of America
SAMEA3134505	SAMEA3134505	mouse gut	0.5619508400060895	1739127836	3058690931	12619238	16844925	180773	22.5537717	114.08711670000001	Upper middle income	China
SAMEA3134506	SAMEA3134506	mouse gut	0.5521737243011806	1560546729	2792558703	11498778	15690819	151313	22.5537717	114.08711670000001	Upper middle income	China
SAMEA3134507	SAMEA3134507	mouse gut	0.5569360555737987	2261432469	4407961738	17018101	24882855	161288	22.5537717	114.08711670000001	Upper middle income	China
SAMEA3134508	SAMEA3134508	mouse gut	0.4828196760305334	3399536628	5342243218	22511016	28699116	322531	22.5537717	114.08711670000001	Upper middle income	China
SAMEA3134509	SAMEA3134509	mouse gut	0.5653407226452448	2471908262	4883494007	18729973	27635108	158754	22.5537717	114.08711670000001	Upper middle income	China
SAMEA3134510	SAMEA3134510	mouse gut	0.5651005691841098	2507501777	4992655648	18860183	27956131	168915	22.5537717	114.08711670000001	Upper middle income	China
SAMEA3134511	SAMEA3134511	mouse gut	0.5590453211586071	2369397501	4465903960	17463847	24865898	193357	22.5537717	114.08711670000001	Upper middle income	China
SAMEA3134512	SAMEA3134512	mouse gut	0.568829150945549	2178029667	3898879883	16026855	21710611	132286	22.5537717	114.08711670000001	Upper middle income	China
SAMEA3134513	SAMEA3134513	mouse gut	0.5658252280576718	1846949865	3199765528	13305366	17526823	132746	22.5537717	114.08711670000001	Upper middle income	China
SAMEA3134514	SAMEA3134514	mouse gut	0.5608762966565356	2836556304	4889727213	20458228	26273192	200810	22.5537717	114.08711670000001	Upper middle income	China
SAMEA3134515	SAMEA3134515	mouse gut	0.5698923463808778	2215116963	4652238874	17258074	26522807	187474	22.5537717	114.08711670000001	Upper middle income	China
SAMEA3134516	SAMEA3134516	mouse gut	0.5072120785297796	1502150574	2713963176	10802140	15127521	187601	22.5537717	114.08711670000001	Upper middle income	China
SAMEA3134517	SAMEA3134517	mouse gut	0.5735983105256988	1552387917	3563373493	12661025	20971561	165317	22.5537717	114.08711670000001	Upper middle income	China
SAMEA3134518	SAMEA3134518	mouse gut	0.5456522340245884	2258600148	4478741190	17094739	25321846	241875	22.5537717	114.08711670000001	Upper middle income	China
SAMEA3134519	SAMEA3134519	mouse gut	0.5168233535391371	2188818676	3761553313	15499783	20944891	263611	22.5537717	114.08711670000001	Upper middle income	China
SAMEA3134520	SAMEA3134520	mouse gut	0.4858311231788962	3821291458	6470903275	29190337	39384517	241708	57.69745	11.98583	High income	Sweden
SAMEA3134521	SAMEA3134521	mouse gut	0.4756157451255446	4364976633	7378120173	33254405	44923994	220806	57.69745	11.98583	High income	Sweden
SAMEA3134522	SAMEA3134522	mouse gut	0.4802402955854329	4399265991	7563049269	34725061	47701712	194097	57.69745	11.98583	High income	Sweden
SAMEA3134523	SAMEA3134523	mouse gut	0.4755174365063687	3490924960	5901259818	26616797	35940323	263338	57.69745	11.98583	High income	Sweden
SAMEA3134524	SAMEA3134524	mouse gut	0.4834702337234367	3953834207	6623923923	30104820	39660921	149687	57.69745	11.98583	High income	Sweden
SAMEA3134525	SAMEA3134525	mouse gut	0.4917793887781154	4115628333	5488614708	27533330	32244063	159130	57.69745	11.98583	High income	Sweden
SAMEA3134526	SAMEA3134526	mouse gut	0.4966350180672781	3442774964	5076796248	24895857	30179706	107257	57.69745	11.98583	High income	Sweden
SAMEA3134527	SAMEA3134527	mouse gut	0.4780111053718398	2936672662	4306251577	21485499	25847783	147426	57.69745	11.98583	High income	Sweden
SAMEA3134528	SAMEA3134528	mouse gut	0.4903805439181385	3687157273	5213205719	25330397	29863593	181649	57.69745	11.98583	High income	Sweden
SAMEA3134529	SAMEA3134529	mouse gut	0.4854525400868779	2989209140	4360554533	21856629	26151746	122582	57.69745	11.98583	High income	Sweden
SAMEA3134530	SAMEA3134530	mouse gut	0.486605906729601	3486933018	5072129609	25090803	30104627	161876	57.69745	11.98583	High income	Sweden
SAMEA3134531	SAMEA3134531	mouse gut	0.4662160916180703	3469806375	5749029016	26245948	34917752	271923	57.69745	11.98583	High income	Sweden
SAMEA3134532	SAMEA3134532	mouse gut	0.4601428929754775	4357307665	5632484139	29031364	33371141	302338	57.69745	11.98583	High income	Sweden
SAMEA3134533	SAMEA3134533	mouse gut	0.4781341259106081	3426784435	5862639027	26216543	35735999	296864	57.69745	11.98583	High income	Sweden
SAMEA3134534	SAMEA3134534	mouse gut	0.4831671481495789	5064819265	7296252854	35699659	42914570	245866	57.69745	11.98583	High income	Sweden
SAMEA3134535	SAMEA3134535	mouse gut	0.4769871553610872	4794876326	6796298992	33526640	40699147	223745	57.69745	11.98583	High income	Sweden
SAMEA3134536	SAMEA3134536	mouse gut	0.4751877293356851	4986796652	7101733548	35026158	42582382	358631	57.69745	11.98583	High income	Sweden
SAMEA3134537	SAMEA3134537	mouse gut	0.4853104095934907	4467383753	6901798294	33405136	41484664	382876	57.69745	11.98583	High income	Sweden
SAMEA3134538	SAMEA3134538	mouse gut	0.4847129015155024	4556034076	7621972532	34410952	46086464	371374	57.69745	11.98583	High income	Sweden
SAMEA3134539	SAMEA3134539	mouse gut	0.4871246578672723	4527327280	7697410006	34316671	46653515	367253	57.69745	11.98583	High income	Sweden
SAMEA3136623	SAMEA3136623	human gut	0.4604803089267616	2766227944	3749643349	16894303	19967424	134217	47.80151	13.04292	High income	Austria
SAMEA3136624	SAMEA3136624	human gut	0.4254150675085153	2446773309	4469690812	17712197	26034931	149293	47.80151	13.04292	High income	Austria
SAMEA3136625	SAMEA3136625	human gut	0.4417684733436016	2143807859	4029843675	15423267	23300302	192082	47.80151	13.04292	High income	Austria
SAMEA3136626	SAMEA3136626	human gut	0.4017871577292971	3368144920	5544794381	22869472	29307692	137882	47.80151	13.04292	High income	Austria
SAMEA3136627	SAMEA3136627	human gut	0.4454195263644997	2105695590	4194580026	16381170	25795901	197609	47.80151	13.04292	High income	Austria
SAMEA3136628	SAMEA3136628	human gut	0.4752473432234332	2720158719	3858818427	17069593	20810595	170462	47.80151	13.04292	High income	Austria
SAMEA3136629	SAMEA3136629	human gut	0.4468748680560068	2853089773	3882990247	17577319	20897609	319440	47.80151	13.04292	High income	Austria
SAMEA3136630	SAMEA3136630	human gut	0.4617285999438222	3192737562	4454783107	20536972	24891508	277878	47.80151	13.04292	High income	Austria
SAMEA3136631	SAMEA3136631	human gut	0.4385374972416532	3542879216	4755568751	21526027	25469296	193266	47.80151	13.04292	High income	Austria
SAMEA3136632	SAMEA3136632	human gut	0.4567083239765577	4663977595	6302536870	28687776	32818713	356063	47.80151	13.04292	High income	Austria
SAMEA3136633	SAMEA3136633	human gut	0.4761020486591424	3930718308	5596599451	24600392	30129832	120020	47.80151	13.04292	High income	Austria
SAMEA3136634	SAMEA3136634	human gut	0.4726243339621672	2916270520	4040075229	18230114	21822728	242402	47.80151	13.04292	High income	Austria
SAMEA3136635	SAMEA3136635	human gut	0.4681498425929838	3630330618	5103889033	23322802	28365559	125304	47.80151	13.04292	High income	Austria
SAMEA3136636	SAMEA3136636	human gut	0.4232056401940418	3408434490	5417863978	22427762	29421023	126855	47.80151	13.04292	High income	Austria
SAMEA3136637	SAMEA3136637	human gut	0.4198596110327041	2574864686	4531612102	18146734	26343685	203578	47.80151	13.04292	High income	Austria
SAMEA3136638	SAMEA3136638	human gut	0.4696342412363234	4033541395	5708593447	25471832	30949838	268031	47.80151	13.04292	High income	Austria
SAMEA3136639	SAMEA3136639	human gut	0.4871608934147992	2778537982	4114576752	18192156	22845006	102545	47.80151	13.04292	High income	Austria
SAMEA3136640	SAMEA3136640	human gut	0.4419143561617898	4007392387	5413530573	24368936	28733900	140037	47.80151	13.04292	High income	Austria
SAMEA3136641	SAMEA3136641	human gut	0.4658182000294768	3939875159	6192238434	25738506	32723661	302615	47.80151	13.04292	High income	Austria
SAMEA3136642	SAMEA3136642	human gut	0.4691721710281966	3808353946	5400290156	24524689	29752661	335482	47.80151	13.04292	High income	Austria
SAMEA3136643	SAMEA3136643	human gut	0.4783516343911344	2717785650	3928554559	17327140	21358142	165229	47.80151	13.04292	High income	Austria
SAMEA3136644	SAMEA3136644	human gut	0.4607830435307174	3754042485	5454210916	24106753	29842716	361086	47.80151	13.04292	High income	Austria
SAMEA3136645	SAMEA3136645	human gut	0.4880355974455397	3117194463	4803936579	21011083	27084532	212158	47.80151	13.04292	High income	Austria
SAMEA3136646	SAMEA3136646	human gut	0.4057935961830566	3541072546	4789697432	21559318	25674560	154175	47.80151	13.04292	High income	Austria
SAMEA3136647	SAMEA3136647	human gut	0.4199993978684557	2712127603	4409439027	18091638	23988103	43357	47.80151	13.04292	High income	Austria
SAMEA3136648	SAMEA3136648	human gut	0.4186013585252044	4268313398	6196998053	26877633	33633075	324550	47.80151	13.04292	High income	Austria
SAMEA3136649	SAMEA3136649	human gut	0.40718415625040144	2807675058	3771008997	17040404	20198061	89797	47.80151	13.04292	High income	Austria
SAMEA3136650	SAMEA3136650	human gut	0.4301296273674748	3961457342	5698703690	24242874	30108779	110222	47.80151	13.04292	High income	Austria
SAMEA3136651	SAMEA3136651	human gut	0.4782527620884559	3490851678	5327616448	22834780	29326660	214239	47.80151	13.04292	High income	Austria
SAMEA3136652	SAMEA3136652	human gut	0.4712583517654962	3844344198	5672618246	24840301	31054404	280643	47.80151	13.04292	High income	Austria
SAMEA3136653	SAMEA3136653	human gut	0.4749473555103393	2727280635	4127521919	17693152	22554120	172246	47.80151	13.04292	High income	Austria
SAMEA3136654	SAMEA3136654	human gut	0.4694135362394634	3541617611	5476469636	23336012	28854500	353294	47.80151	13.04292	High income	Austria
SAMEA3136655	SAMEA3136655	human gut	0.4270616059336749	3568187104	5093094520	22331558	26625167	163581	47.80151	13.04292	High income	Austria
SAMEA3136656	SAMEA3136656	human gut	0.4316351155758743	4210717445	5959001442	26187437	32034730	205304	47.80151	13.04292	High income	Austria
SAMEA3136657	SAMEA3136657	human gut	0.4323178124946295	3323817219	4803585209	20965955	26073719	133651	47.80151	13.04292	High income	Austria
SAMEA3136658	SAMEA3136658	human gut	0.4461613923169007	3473982801	5136546089	22626294	28474221	381914	47.80151	13.04292	High income	Austria
SAMEA3136659	SAMEA3136659	human gut	0.4840187697512494	3809348427	5823514323	25009999	32056334	288636	47.80151	13.04292	High income	Austria
SAMEA3136660	SAMEA3136660	human gut	0.4562548097899083	2924388252	3858680926	17813139	20658378	158737	47.80151	13.04292	High income	Austria
SAMEA3136661	SAMEA3136661	human gut	0.4461621298557601	3124531355	4075309012	19019722	21923324	110968	47.80151	13.04292	High income	Austria
SAMEA3136662	SAMEA3136662	human gut	0.4617325236932678	3382997734	4485244293	21260723	24687473	148061	47.80151	13.04292	High income	Austria
SAMEA3136663	SAMEA3136663	human gut	0.477284380960407	3207886232	4355968999	20098370	23641508	219493	47.80151	13.04292	High income	Austria
SAMEA3136664	SAMEA3136664	human gut	0.44606160569607145	3870281462	5060468600	23709207	27329351	270183	47.80151	13.04292	High income	Austria
SAMEA3136665	SAMEA3136665	human gut	0.5045009886741606	3003463412	4318051431	19418648	23692511	144508	47.80151	13.04292	High income	Austria
SAMEA3136666	SAMEA3136666	human gut	0.4842687018301154	2845370297	3928814334	18033495	21417312	194715	47.80151	13.04292	High income	Austria
SAMEA3136667	SAMEA3136667	human gut	0.4559406315319066	3071091925	4423967038	19725660	24311442	243945	47.80151	13.04292	High income	Austria
SAMEA3136668	SAMEA3136668	human gut	0.4860208199201483	1926520784	3643571766	13921205	20309156	123598	47.80151	13.04292	High income	Austria
SAMEA3136669	SAMEA3136669	human gut	0.4535430404906269	3677923881	5160814151	23104122	27984586	251859	47.80151	13.04292	High income	Austria
SAMEA3136670	SAMEA3136670	human gut	0.4430307034789946	3521677562	4913627034	21877306	25513317	233865	47.80151	13.04292	High income	Austria
SAMEA3136671	SAMEA3136671	human gut	0.4640329086940577	2937583624	4222207210	19514621	23478162	263780	47.80151	13.04292	High income	Austria
SAMEA3136672	SAMEA3136672	human gut	0.4672245487637402	3158701403	4525858474	20005432	24587961	270557	47.80151	13.04292	High income	Austria
SAMEA3136673	SAMEA3136673	human gut	0.4661229027702901	3775900468	5355969959	23789436	28983937	221428	47.80151	13.04292	High income	Austria
SAMEA3136674	SAMEA3136674	human gut	0.4616077162066913	3239263599	4611783021	20509926	25125373	174654	47.80151	13.04292	High income	Austria
SAMEA3136675	SAMEA3136675	human gut	0.4832240858058243	2879221735	4212719129	18698173	22694709	295458	47.80151	13.04292	High income	Austria
SAMEA3136676	SAMEA3136676	human gut	0.4482012053558439	3416596254	4807739197	21756871	26443680	294385	47.80151	13.04292	High income	Austria
SAMEA3136677	SAMEA3136677	human gut	0.3952768566862355	3671702930	4975191066	22872879	27381041	52837	47.80151	13.04292	High income	Austria
SAMEA3136678	SAMEA3136678	human gut	0.4736477035044416	2880735478	4276565640	18641835	23438263	220867	47.80151	13.04292	High income	Austria
SAMEA3136679	SAMEA3136679	human gut	0.4395204149046037	2808689626	4133028671	17981360	22638640	96245	47.80151	13.04292	High income	Austria
SAMEA3136680	SAMEA3136680	human gut	0.4186793573260016	3615945079	5583776387	23933058	30671370	229692	47.80151	13.04292	High income	Austria
SAMEA3136681	SAMEA3136681	human gut	0.4446276347226922	3742522285	5990057005	25045711	32863696	100998	47.80151	13.04292	High income	Austria
SAMEA3136682	SAMEA3136682	human gut	0.4304843659871729	4039972022	5206281176	24612522	27849071	222535	47.80151	13.04292	High income	Austria
SAMEA3136683	SAMEA3136683	human gut	0.4913188746415628	3562436699	4962566284	22856692	26822563	288127	47.80151	13.04292	High income	Austria
SAMEA3136684	SAMEA3136684	human gut	0.4866745066184081	3640548404	5337533441	24092838	29257082	323039	47.80151	13.04292	High income	Austria
SAMEA3136685	SAMEA3136685	human gut	0.434034514987204	3999512170	5473925173	25534498	30048094	270834	47.80151	13.04292	High income	Austria
SAMEA3136686	SAMEA3136686	human gut	0.4360189666436839	4128705140	5645619627	25910594	30397125	179805	47.80151	13.04292	High income	Austria
SAMEA3136687	SAMEA3136687	human gut	0.4318300087897318	4295331391	5519624064	26155430	29596279	184454	47.80151	13.04292	High income	Austria
SAMEA3136688	SAMEA3136688	human gut	0.4633229966215781	4437514227	5949189303	27675066	31978254	262485	47.80151	13.04292	High income	Austria
SAMEA3136689	SAMEA3136689	human gut	0.4600842864130956	3217259554	4634583640	20681039	24909916	313066	47.80151	13.04292	High income	Austria
SAMEA3136690	SAMEA3136690	human gut	0.4677352275438688	2866882301	4003779613	18304509	22071619	77482	47.80151	13.04292	High income	Austria
SAMEA3136691	SAMEA3136691	human gut	0.4478469033457393	3882756686	6286423012	26672114	35074470	189014	47.80151	13.04292	High income	Austria
SAMEA3136692	SAMEA3136692	human gut	0.4239491996140153	4950473120	7509949145	32414770	39170675	170683	47.80151	13.04292	High income	Austria
SAMEA3136693	SAMEA3136693	human gut	0.4463566259397935	3123757400	5172204275	20917075	28062667	164530	47.80151	13.04292	High income	Austria
SAMEA3136694	SAMEA3136694	human gut	0.4434732225692389	2356269249	5134136688	17851255	29682828	220564	47.80151	13.04292	High income	Austria
SAMEA3136695	SAMEA3136695	human gut	0.427474046667757	2741362943	5549939733	20166551	31713419	260013	47.80151	13.04292	High income	Austria
SAMEA3136696	SAMEA3136696	human gut	0.4698758293985506	3092900894	4511463266	19619045	24458711	242239	47.80151	13.04292	High income	Austria
SAMEA3136697	SAMEA3136697	human gut	0.4674400922968603	3878632036	5492879281	24130111	29395862	230162	47.80151	13.04292	High income	Austria
SAMEA3136698	SAMEA3136698	human gut	0.4926668029783907	3912117147	5922966823	25657457	32696796	312298	47.80151	13.04292	High income	Austria
SAMEA3136699	SAMEA3136699	human gut	0.4854169536371072	3150461978	4745635557	20756286	26401891	311213	47.80151	13.04292	High income	Austria
SAMEA3136700	SAMEA3136700	human gut	0.4575138152805416	4263487765	6057858806	27595575	33840116	356049	47.80151	13.04292	High income	Austria
SAMEA3136701	SAMEA3136701	human gut	0.4526870130973177	3102930019	4389612480	19424534	23059238	222140	47.80151	13.04292	High income	Austria
SAMEA3136702	SAMEA3136702	human gut	0.4258396795167125	2411091377	3838469794	15924119	20838387	79415	47.80151	13.04292	High income	Austria
SAMEA3136703	SAMEA3136703	human gut	0.4522739796826646	3365701392	4741158330	21028115	25551759	232514	47.80151	13.04292	High income	Austria
SAMEA3136704	SAMEA3136704	human gut	0.4487208222065332	3967525193	5474042812	24343828	29220136	258435	47.80151	13.04292	High income	Austria
SAMEA3136705	SAMEA3136705	human gut	0.4601445419119031	3536308708	4913171527	21709644	26099190	352073	47.80151	13.04292	High income	Austria
SAMEA3136706	SAMEA3136706	human gut	0.4298573558707249	4613761743	6291630276	28456095	34111430	204360	47.80151	13.04292	High income	Austria
SAMEA3136707	SAMEA3136707	human gut	0.4974245874600163	2777773522	4098347857	18110305	22527791	257299	47.80151	13.04292	High income	Austria
SAMEA3136708	SAMEA3136708	human gut	0.4453591791604578	3436226163	4762774319	21208188	25653685	149460	47.80151	13.04292	High income	Austria
SAMEA3136709	SAMEA3136709	human gut	0.4554429597872613	2198011208	3021848526	13666356	15513169	229690	47.80151	13.04292	High income	Austria
SAMEA3136710	SAMEA3136710	human gut	0.4218371538518631	3207730586	4164302761	19178795	22153984	100552	47.80151	13.04292	High income	Austria
